Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
ROIC,"8,86%","11,68%","-2,90%","-15,57%","-2,51%","-0,42%","-12,37%","2,43%","12,31%","5,54%","0,49%","3,41%","8,77%","10,02%","18,63%","17,86%","21,78%","19,51%"
ROIC *,"10,25%","10,39%","4,01%","0,19%","13,24%","11,31%","0,90%","14,27%","2,38%","11,61%","8,65%","14,15%","17,50%","17,57%","25,75%","23,25%","28,94%","25,07%"
Giro do ativo,"0,72","0,72","0,73","0,67","0,78","0,75","0,64","0,72","0,87","1,02","1,08","1,12","1,12","1,20","1,18","1,01","1,01","1,14"
EBIT *,170 mi,175 mi,60 mi,3 mi,306 mi,295 mi,21 mi,393 mi,54 mi,234 mi,165 mi,293 mi,388 mi,362 mi,491 mi,374 mi,379 mi,256 mi
EBITDA,367 mi,366 mi,122 mi,-244 mi,207 mi,71 mi,-186 mi,394 mi,417 mi,265 mi,180 mi,269 mi,385 mi,370 mi,498 mi,410 mi,389 mi,287 mi
EBITDA *,390 mi,345 mi,226 mi,48 mi,572 mi,377 mi,128 mi,721 mi,192 mi,388 mi,337 mi,492 mi,579 mi,526 mi,634 mi,497 mi,483 mi,344 mi
Liquidez corrente,"0,56","0,61","0,65","0,59","1,09","1,20","1,22","1,54","1,44","1,45","2,19","2,24","2,13","2,46","2,78","2,30","1,49","2,15"
Liquidez seca,"0,27","0,33","0,36","0,50","0,82","0,94","1,03","1,25","1,18","1,12","1,73","1,85","1,73","1,96","2,17","1,92","1,26","1,86"
Liquidez imediata,"0,01","0,05","0,10","0,06","0,17","0,18","0,36","0,47","0,03","0,03","0,05","0,05","0,05","0,05","0,08","0,04","0,03","0,05"
Dívida bruta,818 mi,805 mi,639 mi,773 mi,1.463 mi,1.462 mi,1.447 mi,1.519 mi,1.016 mi,1.004 mi,821 mi,1.098 mi,1.147 mi,792 mi,772 mi,984 mi,577 mi,249 mi
Dívida líquida,807 mi,757 mi,547 mi,680 mi,1.222 mi,1.201 mi,920 mi,794 mi,619 mi,546 mi,402 mi,546 mi,636 mi,534 mi,486 mi,342 mi,37 mi,-106 mi
Capital de giro,-442 mi,-361 mi,-309 mi,-665 mi,130 mi,285 mi,324 mi,828 mi,607 mi,573 mi,864 mi,1.031 mi,1.052 mi,1.003 mi,1.074 mi,966 mi,485 mi,590 mi
Endividamento geral,"1.482,23%","817,58%","569,08%","525.358,89%","500,36%","290,27%","239,51%","183,10%","224,77%","195,19%","161,36%","153,13%","157,47%","132,34%","134,90%","183,60%","150,45%","113,51%"
