Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
Margem EBITDA *,"33,46%","38,72%","26,88%","1,45%","-30,05%","-153,14%","-99,53%","-32,37%","-6,05%","15,71%","13,13%","21,22%","13,17%","14,77%","13,08%","7,47%","15,96%"
Margem operacional,"22,20%","53,83%","89,29%","198,22%","-86,08%","-232,80%","-144,34%","-105,34%","-35,09%","-1,54%","-17,39%","0,70%","56,39%","-17,23%","-42,53%","-15,87%","-4,91%"
ROE,"-48,66%","-87,03%","-70,50%","-63,06%","7,89%","19,11%","35,59%","38,45%","30,44%","4,73%","28,62%","1,45%","-205,13%","16,81%","35,70%","44,48%","36,26%"
ROA,"0,06","0,16","0,24","0,40","-0,09","-0,20","-0,29","-0,20","-0,07","-0,01","-0,04","-0,00","0,21","-0,05","-0,09","-0,03","-0,01"
ROIC,"16,24%","27,72%","36,70%","47,55%","-6,73%","-15,28%","-22,88%","-7,65%","-2,95%","4,96%","0,12%","4,63%","21,60%","-0,09%","-7,57%","0,11%","-2,25%"
ROIC *,"11,32%","11,19%","5,85%","-1,59%","-5,57%","-14,89%","-21,86%","-7,95%","-3,55%","1,98%","1,47%","4,86%","2,09%","2,12%","1,11%","-0,26%","0,80%"
Giro do ativo,"0,37","0,33","0,29","0,20","0,10","0,08","0,19","0,16","0,22","0,25","0,25","0,31","0,29","0,29","0,25","0,21","0,19"
EBIT *,53 mi,53 mi,28 mi,-8 mi,-25 mi,-67 mi,-102 mi,-38 mi,-19 mi,11 mi,8 mi,25 mi,10 mi,10 mi,5 mi,-2 mi,3 mi
EBITDA,87 mi,142 mi,191 mi,235 mi,-19 mi,-58 mi,-96 mi,-25 mi,-4 mi,39 mi,11 mi,34 mi,121 mi,11 mi,-24 mi,10 mi,1 mi
EBITDA *,64 mi,63 mi,39 mi,1 mi,-14 mi,-56 mi,-91 mi,-26 mi,-8 mi,22 mi,19 mi,36 mi,20 mi,22 mi,17 mi,8 mi,16 mi
Liquidez corrente,"0,85","0,53","0,24","0,12","0,04","0,03","0,04","0,04","0,13","0,30","0,34","0,38","0,34","0,30","0,30","0,35","0,39"
Liquidez seca,"0,81","0,50","0,23","0,11","0,04","0,03","0,04","0,04","0,12","0,29","0,32","0,36","0,32","0,29","0,28","0,33","0,38"
Liquidez imediata,"0,35","0,10","0,03","0,03","0,01","0,00","0,01","0,00","0,00","0,00","0,02","0,03","0,02","0,01","0,01","0,02","0,04"
Dívida bruta,0 mi,1 mi,0 mi,1 mi,1 mi,1 mi,2 mi,4 mi,7 mi,11 mi,13 mi,12 mi,8 mi,11 mi,14 mi,18 mi,22 mi
Dívida líquida,-46 mi,-14 mi,-6 mi,-9 mi,-6 mi,-1 mi,-1 mi,4 mi,7 mi,11 mi,9 mi,8 mi,4 mi,8 mi,12 mi,15 mi,16 mi
Capital de giro,-20 mi,-71 mi,-196 mi,-298 mi,-637 mi,-595 mi,-525 mi,-461 mi,-252 mi,-149 mi,-132 mi,-102 mi,-105 mi,-131 mi,-128 mi,-105 mi,-89 mi
Endividamento geral,"-941,28%","-635,13%","-392,29%","-258,87%","-189,92%","-197,28%","-224,43%","-296,37%","-510,06%","-745,64%","-788,16%","-1.060,84%","-1.083,60%","-412,24%","-489,86%","-1.544,80%","-3.981,54%"
