Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
ROE,"16,84%","14,27%","15,43%","13,11%","15,05%","14,35%","17,49%","15,61%","13,32%","13,04%","10,49%","11,09%","11,30%","13,82%","12,30%","6,83%","6,77%"
ROA,"0,08","0,08","0,08","0,07","0,08","0,08","0,09","0,08","0,07","0,07","0,05","0,06","0,06","0,05","0,05","0,03","0,03"
ROIC,"11,48%","12,93%","13,68%","11,80%","14,03%","12,97%","14,27%","13,35%","12,08%","10,99%","8,80%","9,00%","9,93%","9,78%","9,26%","6,63%","6,47%"
ROIC *,"9,65%","12,59%","15,82%","14,04%","15,80%","14,50%","16,76%","15,33%","14,51%","13,40%","10,45%","11,12%","12,42%","12,96%","11,39%","8,92%","9,31%"
Giro do ativo,"0,27","0,33","0,33","0,34","0,36","0,36","0,40","0,39","0,38","0,37","0,36","0,35","0,35","0,34","0,31","0,29","0,28"
EBIT *,1.964 mi,2.312 mi,2.715 mi,2.128 mi,2.115 mi,1.755 mi,1.919 mi,1.573 mi,1.365 mi,1.163 mi,831 mi,816 mi,803 mi,758 mi,608 mi,447 mi,443 mi
EBITDA,2.963 mi,2.936 mi,2.827 mi,2.221 mi,2.273 mi,1.932 mi,1.971 mi,1.642 mi,1.383 mi,1.170 mi,893 mi,835 mi,802 mi,720 mi,642 mi,476 mi,458 mi
EBITDA *,2.590 mi,2.872 mi,3.195 mi,2.561 mi,2.510 mi,2.116 mi,2.256 mi,1.845 mi,1.612 mi,1.380 mi,1.025 mi,991 mi,963 mi,906 mi,756 mi,591 mi,593 mi
Liquidez corrente,"1,20","1,78","1,41","1,52","1,48","1,21","0,91","0,78","0,99","1,35","1,00","0,73","1,10","1,06","0,85","0,86","0,96"
Liquidez seca,"1,18","1,74","1,37","1,47","1,44","1,18","0,87","0,75","0,96","1,31","0,95","0,68","1,05","1,02","0,80","0,79","0,90"
Liquidez imediata,"0,93","0,97","0,65","0,74","0,70","0,60","0,21","0,24","0,42","0,66","0,22","0,09","0,27","0,36","0,25","0,22","0,28"
Dívida bruta,7.392 mi,6.631 mi,5.777 mi,5.083 mi,4.120 mi,3.647 mi,3.080 mi,2.771 mi,2.716 mi,2.712 mi,2.336 mi,1.872 mi,1.465 mi,960 mi,949 mi,1.013 mi,972 mi
Dívida líquida,1.784 mi,4.830 mi,4.492 mi,3.875 mi,3.137 mi,2.773 mi,2.806 mi,2.444 mi,2.182 mi,2.073 mi,2.172 mi,1.803 mi,1.319 mi,741 mi,808 mi,916 mi,852 mi
Capital de giro,1.197 mi,1.445 mi,806 mi,840 mi,674 mi,307 mi,-121 mi,-295 mi,-18 mi,339 mi,-4 mi,-206 mi,57 mi,38 mi,-86 mi,-65 mi,-19 mi
Endividamento geral,"114,34%","89,39%","92,98%","89,57%","87,07%","89,98%","93,39%","88,58%","96,46%","96,61%","97,23%","98,67%","89,19%","154,10%","140,83%","137,77%","142,90%"
