Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
Margem EBITDA *,"24,83%","28,25%","27,17%","28,36%","26,13%","21,03%","19,38%","18,34%","12,71%","15,43%","17,06%","17,30%","19,94%","20,33%","22,07%","31,23%","29,73%","30,02%"
Margem operacional,"11,60%","12,85%","14,20%","15,62%","16,48%","13,60%","12,10%","10,26%","9,40%","9,26%","10,05%","9,25%","13,32%","12,67%","13,22%","19,84%","19,12%","26,10%"
ROE,"39,34%","46,94%","45,45%","32,38%","34,42%","25,42%","19,85%","18,56%","18,06%","18,44%","17,60%","18,91%","19,77%","15,77%","17,43%","35,98%","32,92%","42,56%"
ROA,"0,06","0,07","0,08","0,09","0,10","0,08","0,06","0,06","0,05","0,06","0,06","0,05","0,08","0,07","0,07","0,14","0,14","0,18"
ROIC,"18,13%","19,21%","19,40%","21,22%","20,74%","15,00%","12,72%","14,31%","11,69%","13,65%","12,89%","11,10%","15,89%","13,64%","14,85%","27,59%","26,10%","28,68%"
ROIC *,"18,90%","20,03%","20,52%","22,46%","21,77%","15,96%","14,54%","15,76%","12,64%","13,65%","12,89%","13,41%","16,90%","15,68%","18,24%","33,72%","31,17%","31,21%"
Giro do ativo,"0,70","0,76","0,78","0,80","0,85","0,80","0,74","0,86","0,80","0,90","0,76","0,76","0,82","0,77","0,78","1,04","1,04","1,01"
EBIT *,2.312 mi,2.368 mi,2.141 mi,2.100 mi,1.877 mi,1.491 mi,1.086 mi,1.022 mi,794 mi,719 mi,638 mi,808 mi,800 mi,574 mi,647 mi,952 mi,856 mi,803 mi
EBITDA,2.447 mi,2.722 mi,2.417 mi,2.352 mi,2.103 mi,1.699 mi,1.188 mi,1.148 mi,734 mi,896 mi,811 mi,831 mi,904 mi,647 mi,667 mi,940 mi,862 mi,871 mi
EBITDA *,2.542 mi,2.819 mi,2.534 mi,2.468 mi,2.192 mi,1.789 mi,1.324 mi,1.242 mi,794 mi,896 mi,811 mi,971 mi,951 mi,721 mi,787 mi,1.113 mi,1.001 mi,936 mi
Liquidez corrente,"1,53","1,12","0,96","1,19","1,23","1,47","1,03","1,51","1,92","0,95","1,17","1,29","1,94","1,51","1,16","1,42","0,89","1,04"
Liquidez seca,"1,53","1,12","0,96","1,19","1,23","1,47","1,03","1,51","1,92","0,95","1,17","1,29","1,94","1,51","1,16","1,41","0,88","1,03"
Liquidez imediata,"0,50","0,12","0,21","0,25","0,23","0,25","0,30","0,36","0,56","0,21","0,46","0,33","0,55","0,58","0,50","0,41","0,21","0,32"
Dívida bruta,9.519 mi,8.247 mi,7.267 mi,5.505 mi,5.022 mi,5.014 mi,4.000 mi,3.648 mi,3.951 mi,2.978 mi,2.732 mi,3.236 mi,2.195 mi,1.618 mi,1.656 mi,1.237 mi,1.095 mi,1.108 mi
Dívida líquida,7.920 mi,7.851 mi,6.502 mi,4.827 mi,4.472 mi,4.378 mi,3.080 mi,3.023 mi,3.035 mi,2.470 mi,1.823 mi,2.451 mi,1.617 mi,1.151 mi,1.073 mi,952 mi,872 mi,825 mi
Capital de giro,1.680 mi,376 mi,-142 mi,505 mi,520 mi,1.146 mi,102 mi,866 mi,1.493 mi,-127 mi,328 mi,686 mi,991 mi,415 mi,189 mi,295 mi,-115 mi,34 mi
Endividamento geral,"544,66%","540,86%","496,67%","262,19%","246,46%","230,15%","211,13%","195,54%","242,39%","219,40%","214,44%","277,20%","161,32%","124,16%","135,43%","149,80%","136,99%","132,11%"
