ticker,period,Ativo circulante,Ativo total,Passivo circulante,Passivo não circulante,Passivo total,Patrimônio líquido,EBIT,Lucro bruto,Lucro líquido,Receita líquida,Resultado financeiro,Resultado operacional
MTSA4,1T2020,"243,95 M","333,40 M","83,78 M","8,51 M","333,40 M","241,12 M","9,70 M","20,24 M","-282,18 Mil","71,47 M","-10,22 M",--
MTSA4,1T2021,"321,42 M","413,86 M","113,49 M","12,25 M","413,86 M","288,13 M","15,91 M","32,60 M","9,70 M","110,02 M","-752,12 Mil",--
MTSA4,1T2022,"365,26 M","469,00 M","130,01 M","9,43 M","469,00 M","329,55 M","20,48 M","46,48 M","16,43 M","178,30 M","3,89 M",--
MTSA4,1T2023,"438,99 M","556,72 M","143,69 M","13,40 M","556,72 M","399,64 M","26,33 M","50,56 M","19,18 M","162,60 M","2,59 M",--
MTSA4,1T2024,"428,72 M","552,23 M","94,87 M","10,64 M","552,23 M","446,72 M","1,95 M","18,29 M","2,72 M","101,65 M","3,45 M",--
MTSA4,1T2025,"422,75 M","554,43 M","78,92 M","10,89 M","554,43 M","464,62 M","7,63 M","27,49 M","8,94 M","115,33 M","5,96 M",--
MTSA4,1T2026,"483,73 M","624,11 M","101,42 M","59,57 M","624,11 M","463,12 M","4,56 M","22,22 M","7,11 M","105,05 M","7,75 M",--
MTSA4,2T2011,"189,15 M","273,55 M","37,66 M","73,43 M","273,55 M","162,46 M","4,70 M","14,40 M","3,12 M","54,04 M","704,86 Mil",--
MTSA4,2T2012,"218,96 M","302,52 M","87,37 M","41,46 M","302,52 M","173,69 M","8,46 M","19,63 M","4,96 M","62,03 M","-523,31 Mil",--
MTSA4,2T2013,"227,33 M","312,23 M","70,76 M","57,85 M","312,23 M","183,62 M","7,40 M","19,83 M","5,24 M","67,64 M","916,25 Mil",--
MTSA4,2T2014,"258,11 M","344,48 M","25,62 M","130,08 M","344,48 M","188,77 M","4,53 M","16,67 M","4,30 M","62,36 M","2,25 M",--
MTSA4,2T2015,"320,61 M","412,54 M","86,06 M","125,50 M","412,54 M","200,97 M","3,49 M","15,35 M","5,26 M","60,50 M","4,70 M",--
MTSA4,2T2016,"280,04 M","368,40 M","112,57 M","48,08 M","368,40 M","207,76 M","1,34 M","14,19 M","2,71 M","64,40 M","2,91 M",--
MTSA4,2T2017,"225,69 M","316,39 M","91,99 M","8,96 M","316,39 M","215,44 M","2,76 M","14,41 M","2,71 M","62,20 M","1,08 M",--
MTSA4,2T2018,"205,68 M","293,90 M","56,79 M","9,66 M","293,90 M","227,45 M","8,37 M","20,89 M","4,59 M","74,54 M","-1,48 M",--
MTSA4,2T2019,"208,36 M","297,71 M","52,29 M","10,19 M","297,71 M","235,23 M","3,16 M","15,82 M","4,13 M","78,75 M","1,75 M",--
MTSA4,2T2020,"291,66 M","382,05 M","98,63 M","12,10 M","382,05 M","271,32 M","29,54 M","28,03 M","30,28 M","90,50 M","18,16 M",--
MTSA4,2T2021,"319,24 M","414,03 M","102,02 M","12,09 M","414,03 M","299,92 M","18,50 M","41,31 M","15,03 M","149,67 M","3,80 M",--
MTSA4,2T2022,"440,84 M","547,05 M","187,68 M","9,10 M","547,05 M","350,26 M","37,33 M","70,38 M","23,49 M","225,21 M","-1,71 M",--
MTSA4,2T2023,"424,01 M","547,75 M","117,77 M","12,39 M","547,75 M","417,59 M","20,99 M","47,63 M","23,50 M","168,53 M","3,55 M",--
MTSA4,2T2024,"436,84 M","563,36 M","101,64 M","10,69 M","563,36 M","451,03 M","6,20 M","27,59 M","4,36 M","131,64 M","2,06 M",--
MTSA4,2T2025,"446,43 M","579,78 M","99,06 M","11,11 M","579,78 M","469,62 M","10,71 M","35,18 M","10,49 M","153,91 M","4,88 M",--
MTSA4,3T2011,"220,38 M","304,06 M","93,49 M","42,80 M","304,06 M","167,78 M","8,65 M","19,14 M","5,36 M","61,50 M","483,86 Mil",--
MTSA4,3T2012,"193,15 M","277,40 M","82,28 M","14,67 M","277,40 M","180,45 M","9,62 M","21,42 M","6,75 M","64,21 M","1,16 M",--
MTSA4,3T2013,"268,50 M","353,36 M","50,68 M","115,44 M","353,36 M","187,24 M","10,46 M","23,87 M","7,99 M","73,91 M","2,29 M",--
MTSA4,3T2014,"333,38 M","420,88 M","56,12 M","169,93 M","420,88 M","194,84 M","7,09 M","19,86 M","6,52 M","68,26 M","3,21 M",--
MTSA4,3T2015,"345,62 M","438,32 M","166,25 M","68,23 M","438,32 M","203,84 M","3,38 M","15,36 M","2,87 M","57,81 M","1,02 M",--
MTSA4,3T2016,"242,16 M","330,05 M","108,58 M","8,77 M","330,05 M","212,70 M","4,26 M","17,44 M","4,94 M","61,08 M","3,78 M",--
MTSA4,3T2017,"186,45 M","276,39 M","46,96 M","9,21 M","276,39 M","220,23 M","4,61 M","17,41 M","4,79 M","70,39 M","2,72 M",--
MTSA4,3T2018,"225,61 M","313,71 M","70,37 M","9,84 M","313,71 M","233,50 M","7,93 M","21,86 M","6,04 M","81,87 M","1,58 M",--
MTSA4,3T2019,"241,99 M","331,05 M","81,06 M","10,10 M","331,05 M","239,90 M","7,99 M","20,67 M","4,69 M","82,80 M","-641,31 Mil",--
MTSA4,3T2020,"294,43 M","385,41 M","94,13 M","12,20 M","385,41 M","279,08 M","18,54 M","32,11 M","13,42 M","107,30 M","355,43 Mil",--
MTSA4,3T2021,"357,76 M","455,90 M","133,91 M","11,52 M","455,90 M","310,47 M","24,03 M","49,27 M","13,84 M","179,40 M","-4,17 M",--
MTSA4,3T2022,"461,94 M","569,73 M","188,15 M","9,12 M","569,73 M","372,46 M","38,65 M","72,45 M","27,74 M","228,71 M","2,10 M",--
MTSA4,3T2023,"436,29 M","560,54 M","115,78 M","13,26 M","560,54 M","431,51 M","16,14 M","39,47 M","20,39 M","145,60 M","5,08 M",--
MTSA4,3T2024,"458,88 M","585,94 M","116,63 M","10,76 M","585,94 M","458,55 M","16,05 M","40,12 M","13,96 M","152,64 M","4,60 M",--
MTSA4,3T2025,"436,10 M","571,18 M","87,99 M","12,03 M","571,18 M","471,15 M","13,16 M","35,72 M","12,13 M","154,02 M","4,92 M",--
MTSA4,4T2010,"173,13 M","258,52 M","28,34 M","73,52 M","258,52 M","156,66 M","1,56 M","11,56 M","5,23 M","42,89 M","1,60 M",--
MTSA4,4T2011,"203,01 M","286,57 M","78,92 M","41,59 M","286,57 M","166,06 M","175,01 Mil","11,29 M","5,01 M","44,57 M","2,27 M",--
MTSA4,4T2012,"177,72 M","261,79 M","68,79 M","14,54 M","261,79 M","178,46 M","2,59 M","13,42 M","6,06 M","50,05 M","1,64 M",--
MTSA4,4T2013,"263,62 M","348,71 M","36,04 M","129,64 M","348,71 M","183,04 M","3,55 M","16,15 M","7,08 M","55,35 M","2,47 M",--
MTSA4,4T2014,"317,66 M","407,46 M","45,84 M","169,35 M","407,46 M","192,28 M","3,20 M","14,81 M","5,58 M","51,39 M","403,70 Mil",--
MTSA4,4T2015,"323,76 M","412,06 M","153,56 M","55,81 M","412,06 M","202,69 M","-1,67 M","9,41 M","3,47 M","45,75 M","3,69 M",--
MTSA4,4T2016,"227,80 M","316,95 M","97,29 M","8,17 M","316,95 M","211,49 M","-1,72 M","9,64 M","3,43 M","43,36 M","3,64 M",--
MTSA4,4T2017,"183,12 M","272,05 M","42,65 M","9,49 M","272,05 M","219,92 M","951,91 Mil","14,31 M","4,41 M","55,74 M","1,44 M",--
MTSA4,4T2018,"190,42 M","279,99 M","39,48 M","9,86 M","279,99 M","230,64 M","-1,80 M","9,93 M","2,75 M","56,81 M","2,57 M",--
MTSA4,4T2019,"219,07 M","308,83 M","57,67 M","9,65 M","308,83 M","241,51 M","2,11 M","13,37 M","5,09 M","61,44 M","3,16 M",--
MTSA4,4T2020,"264,80 M","356,26 M","64,76 M","12,54 M","356,26 M","278,97 M","12,48 M","30,68 M","13,79 M","98,37 M","4,83 M",--
MTSA4,4T2021,"366,22 M","467,87 M","142,15 M","9,83 M","467,87 M","315,89 M","17,93 M","39,66 M","14,61 M","142,66 M","134,46 Mil",--
MTSA4,4T2022,"417,08 M","530,10 M","132,54 M","14,33 M","530,10 M","383,23 M","25,83 M","52,89 M","25,45 M","166,40 M","4,37 M",--
MTSA4,4T2023,"426,75 M","550,29 M","96,29 M","10,00 M","550,29 M","444,00 M","18,83 M","18,73 M","24,21 M","96,10 M","17,36 M",--
MTSA4,4T2024,"423,53 M","555,66 M","85,80 M","10,51 M","555,66 M","459,34 M","8,06 M","28,52 M","9,48 M","121,04 M","1,42 M",--
MTSA4,4T2025,"475,69 M","615,03 M","96,96 M","62,06 M","615,03 M","456,01 M","1,98 M","21,62 M","9,13 M","109,34 M","6,14 M",--
MULT3,1T2011,"997,53 M","4,04 B","380,60 M","539,64 M","4,04 B","3,12 B","88,53 M","118,10 M","66,46 M","157,81 M","11,56 M",--
MULT3,1T2012,"989,99 M","4,84 B","395,01 M","1,33 B","4,84 B","3,12 B","173,50 M","214,16 M","125,74 M","322,51 M","-7,17 M",--
MULT3,1T2013,"674,24 M","5,67 B","544,76 M","1,86 B","5,67 B","3,27 B","131,28 M","167,15 M","70,43 M","222,69 M","-30,54 M",--
MULT3,1T2014,"716,43 M","6,39 B","416,56 M","2,07 B","6,39 B","3,90 B","156,74 M","182,45 M","82,28 M","253,56 M","-39,36 M",--
MULT3,1T2015,"908,88 M","6,70 B","494,70 M","2,05 B","6,70 B","4,16 B","153,38 M","197,88 M","69,61 M","260,12 M","-44,47 M",--
MULT3,1T2016,"832,10 M","7,09 B","546,24 M","2,28 B","7,09 B","4,27 B","158,28 M","210,12 M","70,13 M","273,94 M","-48,58 M",--
MULT3,1T2017,"1,47 B","8,65 B","729,37 M","2,81 B","8,65 B","5,11 B","140,60 M","207,74 M","54,29 M","273,78 M","-57,23 M",--
MULT3,1T2018,"1,11 B","8,54 B","514,13 M","2,73 B","8,54 B","5,29 B","181,19 M","220,67 M","97,66 M","287,01 M","-30,09 M",--
MULT3,1T2019,"1,37 B","9,02 B","737,61 M","2,84 B","9,02 B","5,45 B","177,04 M","226,97 M","91,33 M","302,34 M","-34,19 M",--
MULT3,1T2020,"1,49 B","10,41 B","1,12 B","3,48 B","10,41 B","5,81 B","284,68 M","249,44 M","177,72 M","320,67 M","-23,14 M",--
MULT3,1T2021,"1,80 B","10,53 B","1,19 B","3,05 B","10,53 B","6,28 B","83,78 M","197,20 M","46,32 M","261,21 M","-14,05 M",--
MULT3,1T2022,"1,58 B","10,74 B","1,07 B","3,19 B","10,74 B","6,48 B","242,32 M","320,49 M","171,61 M","413,64 M","-53,51 M",--
MULT3,1T2023,"1,78 B","11,05 B","1,35 B","2,97 B","11,05 B","6,72 B","310,79 M","390,46 M","207,24 M","464,78 M","-67,74 M",--
MULT3,1T2024,"1,91 B","11,56 B","1,29 B","3,18 B","11,56 B","7,09 B","356,26 M","452,23 M","267,07 M","523,62 M","-36,13 M",--
MULT3,1T2025,"2,18 B","12,62 B","1,54 B","5,33 B","12,62 B","5,75 B","361,75 M","440,63 M","234,09 M","525,68 M","-90,94 M",--
MULT3,1T2026,"2,09 B","13,29 B","1,75 B","5,07 B","13,29 B","6,48 B","481,31 M","598,69 M","316,16 M","826,98 M","-148,84 M",--
MULT3,2T2011,"804,58 M","4,03 B","271,76 M","626,33 M","4,03 B","3,13 B","92,21 M","122,63 M","63,07 M","158,68 M","7,61 M",--
MULT3,2T2012,"785,17 M","4,91 B","377,69 M","1,40 B","4,91 B","3,13 B","102,82 M","147,85 M","63,12 M","190,93 M","-6,20 M",--
MULT3,2T2013,"917,95 M","6,12 B","482,47 M","1,81 B","6,12 B","3,83 B","119,79 M","168,36 M","70,35 M","236,50 M","-27,89 M",--
MULT3,2T2014,"693,01 M","6,42 B","445,62 M","2,03 B","6,42 B","3,94 B","147,23 M","194,36 M","93,40 M","268,61 M","-38,61 M",--
MULT3,2T2015,"688,71 M","6,70 B","488,69 M","2,05 B","6,70 B","4,15 B","145,48 M","196,32 M","96,24 M","253,74 M","-42,54 M",--
MULT3,2T2016,"751,85 M","7,04 B","451,02 M","2,31 B","7,04 B","4,28 B","154,63 M","200,00 M","98,71 M","265,03 M","-46,19 M",--
MULT3,2T2017,"1,40 B","8,60 B","693,98 M","2,79 B","8,60 B","5,12 B","165,28 M","214,81 M","104,46 M","278,46 M","-55,03 M",--
MULT3,2T2018,"1,38 B","8,83 B","518,94 M","3,01 B","8,83 B","5,30 B","204,09 M","227,48 M","145,01 M","301,26 M","-38,96 M",--
MULT3,2T2019,"1,33 B","9,35 B","683,95 M","3,18 B","9,35 B","5,49 B","158,20 M","241,24 M","114,64 M","319,36 M","-39,50 M",--
MULT3,2T2020,"1,63 B","10,53 B","942,63 M","3,70 B","10,53 B","5,89 B","121,91 M","187,83 M","70,74 M","254,05 M","-23,94 M",--
MULT3,2T2021,"1,82 B","10,72 B","808,59 M","3,52 B","10,72 B","6,38 B","135,43 M","205,62 M","93,79 M","271,17 M","-13,83 M",--
MULT3,2T2022,"1,64 B","10,80 B","1,55 B","2,77 B","10,80 B","6,48 B","234,44 M","347,72 M","172,58 M","430,50 M","-61,58 M",--
MULT3,2T2023,"1,38 B","10,69 B","1,22 B","2,65 B","10,69 B","6,81 B","333,33 M","418,77 M","247,28 M","487,62 M","-58,17 M",--
MULT3,2T2024,"1,77 B","11,70 B","1,37 B","3,17 B","11,70 B","7,16 B","355,64 M","450,38 M","281,78 M","539,71 M","-42,83 M",--
MULT3,2T2025,"1,82 B","12,31 B","1,39 B","5,01 B","12,31 B","5,91 B","426,55 M","530,80 M","264,39 M","694,06 M","-134,82 M",--
MULT3,3T2011,"810,50 M","4,23 B","293,64 M","737,03 M","4,23 B","3,20 B","96,43 M","129,80 M","68,60 M","165,66 M","8,81 M",--
MULT3,3T2012,"708,68 M","5,20 B","431,13 M","1,56 B","5,20 B","3,21 B","115,51 M","162,99 M","72,03 M","204,69 M","-8,34 M",--
MULT3,3T2013,"931,90 M","6,39 B","472,05 M","2,10 B","6,39 B","3,82 B","132,49 M","177,57 M","86,68 M","247,69 M","-19,15 M",--
MULT3,3T2014,"700,71 M","6,46 B","608,01 M","1,81 B","6,46 B","4,04 B","142,63 M","197,11 M","68,16 M","273,57 M","-41,75 M",--
MULT3,3T2015,"591,51 M","6,70 B","611,68 M","1,91 B","6,70 B","4,18 B","141,24 M","194,99 M","58,43 M","257,71 M","-51,03 M",--
MULT3,3T2016,"1,07 B","7,45 B","469,61 M","2,61 B","7,45 B","4,37 B","144,88 M","195,89 M","58,07 M","265,29 M","-52,80 M",--
MULT3,3T2017,"1,44 B","8,72 B","679,95 M","2,91 B","8,72 B","5,14 B","133,81 M","215,22 M","75,39 M","286,22 M","-47,79 M",--
MULT3,3T2018,"1,24 B","8,82 B","446,67 M","3,07 B","8,82 B","5,31 B","173,35 M","227,93 M","115,86 M","298,96 M","-37,98 M",--
MULT3,3T2019,"1,38 B","9,45 B","769,94 M","3,14 B","9,45 B","5,54 B","176,53 M","244,51 M","120,98 M","323,04 M","-41,55 M",--
MULT3,3T2020,"2,48 B","11,14 B","974,00 M","3,75 B","11,14 B","6,41 B","643,13 M","139,83 M","568,70 M","210,74 M","-20,20 M",--
MULT3,3T2021,"1,86 B","10,92 B","877,02 M","3,57 B","10,92 B","6,47 B","166,24 M","252,34 M","98,94 M","317,09 M","-25,16 M",--
MULT3,3T2022,"1,83 B","10,98 B","1,69 B","2,74 B","10,98 B","6,54 B","269,62 M","363,53 M","186,13 M","449,02 M","-62,72 M",--
MULT3,3T2023,"1,44 B","10,82 B","1,28 B","2,64 B","10,82 B","6,90 B","355,09 M","434,35 M","263,42 M","506,61 M","-52,34 M",--
MULT3,3T2024,"2,28 B","12,38 B","1,46 B","3,58 B","12,38 B","7,34 B","366,79 M","457,06 M","279,61 M","545,16 M","-38,52 M",--
MULT3,3T2025,"2,21 B","12,80 B","1,43 B","5,35 B","12,80 B","6,02 B","403,69 M","495,98 M","221,16 M","617,54 M","-162,83 M",--
MULT3,4T2010,"1,02 B","3,97 B","498,19 M","509,69 M","3,97 B","2,97 B","98,11 M","151,57 M","75,59 M","178,39 M","8,61 M",--
MULT3,4T2011,"978,54 M","4,70 B","379,00 M","1,11 B","4,70 B","3,22 B","117,74 M","156,85 M","110,79 M","194,10 M","3,58 M",--
MULT3,4T2012,"845,95 M","5,70 B","548,58 M","1,95 B","5,70 B","3,21 B","149,25 M","194,31 M","128,47 M","240,25 M","-20,22 M",--
MULT3,4T2013,"790,95 M","6,40 B","483,76 M","2,09 B","6,40 B","3,82 B","102,46 M","191,16 M","57,15 M","266,17 M","-35,73 M",--
MULT3,4T2014,"895,82 M","6,77 B","516,19 M","2,19 B","6,77 B","4,07 B","182,85 M","242,26 M","124,21 M","317,72 M","-42,73 M",--
MULT3,4T2015,"786,43 M","7,01 B","540,26 M","2,29 B","7,01 B","4,19 B","187,46 M","234,59 M","137,68 M","293,47 M","-46,98 M",--
MULT3,4T2016,"897,95 M","7,95 B","717,02 M","2,78 B","7,95 B","4,46 B","196,45 M","242,87 M","84,89 M","305,69 M","-64,35 M",--
MULT3,4T2017,"1,30 B","8,64 B","699,36 M","2,74 B","8,64 B","5,20 B","195,98 M","245,29 M","134,40 M","317,92 M","-37,01 M",--
MULT3,4T2018,"1,27 B","8,88 B","713,93 M","2,81 B","8,88 B","5,35 B","177,87 M","274,11 M","112,05 M","341,91 M","-34,57 M",--
MULT3,4T2019,"1,32 B","9,58 B","928,68 M","3,06 B","9,58 B","5,59 B","192,76 M","320,70 M","142,25 M","360,85 M","-30,27 M",--
MULT3,4T2020,"1,84 B","10,56 B","998,41 M","3,33 B","10,56 B","6,23 B","96,73 M","229,69 M","146,82 M","296,11 M","-8,84 M",--
MULT3,4T2021,"1,54 B","10,66 B","1,06 B","3,24 B","10,66 B","6,36 B","226,06 M","361,85 M","213,65 M","438,93 M","-61,10 M",--
MULT3,4T2022,"1,78 B","10,88 B","1,30 B","3,00 B","10,88 B","6,58 B","322,12 M","426,95 M","239,07 M","504,45 M","-64,00 M",--
MULT3,4T2023,"1,99 B","11,54 B","1,40 B","3,20 B","11,54 B","6,93 B","359,17 M","492,11 M","302,62 M","570,56 M","-49,08 M",--
MULT3,4T2024,"2,20 B","12,51 B","1,54 B","5,32 B","12,51 B","5,65 B","630,85 M","761,74 M","512,53 M","936,30 M","-75,03 M",--
MULT3,4T2025,"2,00 B","13,15 B","1,59 B","5,26 B","13,15 B","6,30 B","673,60 M","772,65 M","421,60 M","901,81 M","-149,06 M",--
MWET4,1T2011,"66,25 M","201,18 M","58,41 M","139,93 M","201,18 M","2,84 M","3,22 M","11,74 M","611,00 Mil","53,27 M","-2,41 M",--
MWET4,1T2012,"56,13 M","192,24 M","55,45 M","143,03 M","192,24 M","-6,24 M","-4,82 M","5,99 M","-7,14 M","48,84 M","-2,39 M",--
MWET4,1T2013,"53,90 M","206,31 M","64,55 M","154,03 M","206,31 M","-12,28 M","4,66 M","13,46 M","2,15 M","56,05 M","-1,89 M",--
MWET4,1T2014,"54,86 M","220,19 M","79,29 M","151,17 M","220,19 M","-10,27 M","1,43 M","10,22 M","-823,00 Mil","53,93 M","-2,03 M",--
MWET4,1T2015,"46,27 M","224,93 M","99,08 M","184,16 M","224,93 M","-58,31 M","-1,71 M","5,54 M","-7,59 M","44,12 M","-5,13 M",--
MWET4,1T2016,"37,39 M","188,52 M","122,60 M","200,49 M","188,52 M","-134,57 M","-5,74 M","836,00 Mil","-11,26 M","31,10 M","-4,06 M",--
MWET4,1T2017,"39,10 M","193,43 M","151,70 M","196,59 M","193,43 M","-154,86 M","-3,52 M","1,72 M","-10,08 M","29,58 M","-2,40 M",--
MWET4,1T2018,"38,83 M","181,16 M","113,71 M","210,42 M","181,16 M","-142,98 M","-2,61 M","3,85 M","-4,60 M","37,88 M","-1,86 M",--
MWET4,1T2019,"46,91 M","181,55 M","144,52 M","214,97 M","181,55 M","-177,94 M","-3,64 M","3,05 M","-7,14 M","45,11 M","-3,40 M",--
MWET4,1T2020,"41,71 M","174,88 M","168,57 M","223,14 M","174,88 M","-216,83 M","-1,85 M","4,69 M","-6,93 M","40,03 M","-5,30 M",--
MWET4,1T2021,"51,36 M","190,14 M","129,81 M","241,53 M","190,14 M","-181,20 M","1,19 M","7,35 M","-1,69 M","51,97 M","-2,33 M",--
MWET4,1T2022,"99,25 M","240,42 M","112,50 M","178,56 M","240,42 M","-50,64 M","2,01 M","10,60 M","-943,00 Mil","66,80 M","-3,30 M",--
MWET4,1T2023,"113,99 M","278,39 M","119,28 M","169,07 M","278,39 M","-9,96 M","48,00 Mil","10,85 M","-175,00 Mil","69,11 M","-5,73 M",--
MWET4,1T2024,"133,08 M","315,92 M","145,32 M","175,96 M","315,92 M","-5,36 M","8,47 M","8,29 M","419,00 Mil","42,53 M","-4,33 M",--
MWET4,1T2025,"114,01 M","305,65 M","143,95 M","141,87 M","305,65 M","19,84 M","565,00 Mil","8,04 M","-6,40 M","51,48 M","-6,57 M",--
MWET4,1T2026,"110,13 M","329,53 M","178,87 M","158,39 M","329,53 M","-7,73 M","-8,20 M","4,87 M","-10,51 M","45,13 M","-11,03 M",--
MWET4,2T2011,"63,97 M","204,16 M","62,95 M","139,93 M","204,16 M","1,28 M","1,04 M","12,37 M","-1,56 M","59,40 M","-2,69 M",--
MWET4,2T2012,"52,24 M","187,70 M","60,33 M","140,97 M","187,70 M","-13,60 M","-4,91 M","7,33 M","-7,40 M","47,19 M","-2,87 M",--
MWET4,2T2013,"59,40 M","212,54 M","73,33 M","151,36 M","212,54 M","-12,14 M","3,60 M","14,04 M","-99,00 Mil","60,80 M","-3,15 M",--
MWET4,2T2014,"51,05 M","217,31 M","76,81 M","155,77 M","217,31 M","-15,27 M","-2,79 M","7,21 M","-4,99 M","46,86 M","-2,09 M",--
MWET4,2T2015,"44,29 M","221,18 M","102,50 M","186,47 M","221,18 M","-67,79 M","-5,12 M","2,73 M","-9,47 M","39,56 M","-4,68 M",--
MWET4,2T2016,"42,91 M","192,21 M","132,48 M","197,89 M","192,21 M","-138,16 M","-268,00 Mil","5,80 M","-3,57 M","36,33 M","-2,61 M",--
MWET4,2T2017,"36,40 M","189,90 M","154,81 M","194,69 M","189,90 M","-159,61 M","-3,08 M","1,77 M","-4,75 M","29,96 M","-2,24 M",--
MWET4,2T2018,"44,67 M","184,97 M","126,08 M","208,83 M","184,97 M","-149,95 M","-3,75 M","3,33 M","-6,98 M","41,35 M","-2,84 M",--
MWET4,2T2019,"46,19 M","179,90 M","152,18 M","218,06 M","179,90 M","-190,34 M","-4,99 M","2,45 M","-12,39 M","45,08 M","-7,27 M",--
MWET4,2T2020,"37,06 M","169,90 M","168,96 M","222,94 M","169,90 M","-222,01 M","-3,12 M","1,72 M","-5,19 M","24,68 M","-2,57 M",--
MWET4,2T2021,"93,00 M","223,61 M","112,30 M","163,03 M","223,61 M","-51,71 M","33,46 M","10,78 M","129,50 M","64,42 M","104,89 M",--
MWET4,2T2022,"97,06 M","238,70 M","119,44 M","173,55 M","238,70 M","-54,28 M","1,18 M","10,43 M","-3,66 M","72,30 M","-4,53 M",--
MWET4,2T2023,"110,18 M","277,77 M","128,01 M","163,31 M","277,77 M","-13,55 M","-341,00 Mil","7,76 M","-3,57 M","66,54 M","-6,17 M",--
MWET4,2T2024,"132,04 M","334,40 M","165,97 M","169,73 M","334,40 M","-1,31 M","9,17 M","8,11 M","4,06 M","70,55 M","-6,79 M",--
MWET4,2T2025,"121,72 M","314,71 M","162,25 M","141,03 M","314,71 M","11,43 M","517,00 Mil","9,80 M","-8,41 M","55,22 M","-8,41 M",--
MWET4,3T2011,"64,88 M","205,72 M","63,80 M","138,35 M","205,72 M","3,56 M","4,64 M","15,76 M","2,27 M","68,90 M","-2,50 M",--
MWET4,3T2012,"54,60 M","189,67 M","57,49 M","148,31 M","189,67 M","-16,13 M","50,00 Mil","9,28 M","-2,54 M","49,34 M","-2,68 M",--
MWET4,3T2013,"60,46 M","213,91 M","73,91 M","150,31 M","213,91 M","-10,32 M","4,66 M","14,58 M","1,82 M","58,61 M","-2,45 M",--
MWET4,3T2014,"55,11 M","220,43 M","88,28 M","152,05 M","220,43 M","-19,91 M","-603,00 Mil","7,78 M","-4,65 M","52,28 M","-3,86 M",--
MWET4,3T2015,"50,41 M","215,84 M","111,45 M","184,77 M","215,84 M","-80,38 M","-5,10 M","2,98 M","-12,61 M","41,59 M","-7,12 M",--
MWET4,3T2016,"40,75 M","188,47 M","137,97 M","195,44 M","188,47 M","-144,94 M","-1,25 M","4,79 M","-6,79 M","31,83 M","-4,58 M",--
MWET4,3T2017,"37,93 M","181,42 M","135,63 M","196,66 M","181,42 M","-150,87 M","-3,69 M","2,14 M","8,74 M","32,11 M","2,39 M",--
MWET4,3T2018,"43,35 M","186,68 M","131,31 M","207,79 M","186,68 M","-152,42 M","-3,33 M","3,60 M","-2,48 M","42,77 M","-2,12 M",--
MWET4,3T2019,"44,49 M","178,77 M","159,53 M","219,26 M","178,77 M","-200,02 M","-3,93 M","3,38 M","-9,69 M","48,54 M","-5,65 M",--
MWET4,3T2020,"49,07 M","182,24 M","179,55 M","228,90 M","182,24 M","-226,21 M","-1,20 M","4,89 M","-4,22 M","38,73 M","-3,27 M",--
MWET4,3T2021,"96,76 M","230,30 M","94,94 M","184,94 M","230,30 M","-49,58 M","-19,74 M","13,41 M","2,12 M","68,55 M","13,93 M",--
MWET4,3T2022,"123,72 M","265,23 M","121,97 M","167,26 M","265,23 M","-24,00 M","12,12 M","16,58 M","30,15 M","81,84 M","17,87 M",--
MWET4,3T2023,"112,56 M","285,37 M","136,75 M","160,60 M","285,37 M","-11,97 M","-1,87 M","9,53 M","-5,27 M","71,38 M","-7,10 M",--
MWET4,3T2024,"136,93 M","347,67 M","162,46 M","186,59 M","347,67 M","-1,39 M","2,62 M","10,05 M","-3,51 M","76,83 M","-8,01 M",--
MWET4,3T2025,"126,60 M","320,07 M","147,22 M","164,44 M","320,07 M","8,42 M","3,79 M","13,00 M","-3,02 M","47,32 M","-10,53 M",--
MWET4,4T2010,"64,05 M","194,93 M","52,77 M","140,00 M","194,93 M","2,16 M","-7,81 M","13,14 M","-7,63 M","54,26 M","-3,62 M",--
MWET4,4T2011,"60,34 M","196,88 M","54,23 M","141,74 M","196,88 M","919,00 Mil","-1,14 M","9,51 M","-2,65 M","52,46 M","-1,70 M",--
MWET4,4T2012,"46,70 M","199,45 M","56,01 M","157,87 M","199,45 M","-14,43 M","17,21 M","7,57 M","1,70 M","44,84 M","-2,38 M",--
MWET4,4T2013,"51,89 M","212,62 M","72,17 M","149,90 M","212,62 M","-9,45 M","5,29 M","12,53 M","860,00 Mil","52,98 M","-2,89 M",--
MWET4,4T2014,"44,17 M","226,17 M","91,33 M","185,58 M","226,17 M","-50,74 M","-36,90 M","-32,00 Mil","-30,84 M","42,58 M","-5,89 M",--
MWET4,4T2015,"33,91 M","185,10 M","116,70 M","191,70 M","185,10 M","-123,30 M","-39,90 M","-4,82 M","-40,90 M","26,44 M","-7,09 M",--
MWET4,4T2016,"35,60 M","195,65 M","141,53 M","198,89 M","195,65 M","-144,78 M","8,43 M","-867,00 Mil","482,00 Mil","22,42 M","-3,63 M",--
MWET4,4T2017,"36,44 M","179,51 M","119,72 M","198,17 M","179,51 M","-138,38 M","-5,64 M","1,15 M","12,49 M","29,92 M","2,41 M",--
MWET4,4T2018,"43,40 M","178,89 M","136,60 M","213,08 M","178,89 M","-170,80 M","-7,40 M","3,04 M","-18,38 M","41,01 M","-8,03 M",--
MWET4,4T2019,"39,98 M","173,58 M","161,46 M","222,04 M","173,58 M","-209,92 M","-1,01 M","6,21 M","-9,90 M","40,42 M","-8,78 M",--
