ticker,rating,rating_risco,rating_reason,latest_period_indicadores,latest_period_balancos,latest_period_resultados,receita_latest_period,divida_bruta,divida_liquida,endividamento_geral,liquidez_corrente,margem_ebit,margem_liquida,p_l,p_vp,psr,roa,roe,roic,ativo_total,caixa_e_eq_de_caixa,emprest_de_longo_prazo,emprestimos_e_financ,passivo_circulante,passivo_nao_circulante,passivo_total,patrimonio_liquido,ebit_ttm,lucro_bruto_ttm,lucro_liquido_ttm,receita_liquida_ttm,resultado_financeiro_ttm,resultado_operacional_ttm,passivo_ativo,divida_liquida_pl,liquidez_ajustada,receita_liquida_latest_quarter,receita_liquida_same_quarter_previous_year,receita_liquida_growth_yoy
CGRA3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",4T2025 (TTM),1T2026,1T2026,1T2026,0.0,-148000000.0,0.4389,2.26,0.07490000000000001,0.1126,7.27,0.69,0.82,0.07,0.09550000000000002,0.0546,1260000000.0,156440000.0,0.0,0.0,223490000.0,148890000.0,1260000000.0,883320000.0,62201000.0,404660000.0,84650000.0,741510000.0,29020000.0,,1.0,-0.16754969886337906,2.26,132090000.0,135400000.0,-0.02444608567208273
CGRA4,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",4T2025 (TTM),1T2026,1T2026,1T2026,0.0,-148000000.0,0.4389,2.26,0.07490000000000001,0.1126,7.45,0.71,0.84,0.07,0.09550000000000002,0.0546,1260000000.0,156440000.0,0.0,0.0,223490000.0,148890000.0,1260000000.0,883320000.0,62201000.0,404660000.0,84650000.0,741510000.0,29020000.0,,1.0,-0.16754969886337906,2.26,132090000.0,135400000.0,-0.02444608567208273
CSED3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",4T2025 (TTM),1T2026,1T2026,1T2026,1364000000.0,556000000.0,1.9740000000000002,1.53,0.21550000000000002,0.10470000000000002,6.32,1.18,0.66,0.06,0.18660000000000002,0.1608,4860000000.0,930830000.0,1240000000.0,154280000.0,803680000.0,2400000000.0,4860000000.0,1650000000.0,568000000.0,1463670000.0,271930000.0,2866370000.0,-307170000.0,,1.0,0.336969696969697,1.53,701960000.0,671770000.0,0.04494097682242426
CSMG3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,1T2026,9372000000.0,6862000000.0,1.4511,1.6,0.23170000000000002,0.16140000000000002,15.01,2.32,2.42,0.06,0.15460000000000002,0.10470000000000002,21490000000.0,2240000000.0,8580000000.0,790450000.0,2660000000.0,10060000000.0,21490000000.0,8770000000.0,1945440000.0,3514660000.0,1355330000.0,8390000000.0,-309380000.0,,1.0,0.7824401368301026,1.6,2130000000.0,2060000000.0,0.03398058252427183
CSUD3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",4T2025 (TTM),1T2026,1T2026,1T2026,123000000.0,47000000.0,0.6145,1.48,0.18059999999999998,0.17010000000000003,6.97,1.59,1.19,0.14,0.228,0.18170000000000003,828960000.0,95310000.0,103900000.0,44790000.0,226110000.0,124710000.0,828960000.0,478130000.0,106390000.0,264920000.0,101750000.0,640130000.0,2232000.0,,1.0,0.09829962562483006,1.48,167290000.0,150690000.0,0.11015993098413968
CYRE3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",4T2025 (TTM),1T2026,1T2026,1T2026,8717000000.0,4735000000.0,1.2770000000000001,3.84,0.24370000000000003,0.25420000000000004,4.48,1.22,1.32,0.09,0.2089,0.1051,26710000000.0,194660000.0,7430000000.0,1360000000.0,4000000000.0,10780000000.0,26710000000.0,11930000000.0,2290800000.0,3098180000.0,2362070000.0,9510000000.0,226380000.0,,1.0,0.3968985750209556,3.84,2029999999.9999998,1950000000.0,0.04102564102564088
CYRE4,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",4T2025 (TTM),1T2026,1T2026,1T2026,8717000000.0,4735000000.0,1.2770000000000001,3.84,0.24370000000000003,0.25420000000000004,4.15,1.13,1.23,0.09,0.2089,0.1051,26710000000.0,194660000.0,7430000000.0,1360000000.0,4000000000.0,10780000000.0,26710000000.0,11930000000.0,2290800000.0,3098180000.0,2362070000.0,9510000000.0,226380000.0,,1.0,0.3968985750209556,3.84,2029999999.9999998,1950000000.0,0.04102564102564088
DEXP3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,1T2026,263000000.0,-97000000.0,0.5369,3.8,0.10039999999999999,0.0741,6.22,0.84,0.46,0.09,0.1354,0.16519999999999999,1620000000.0,360560000.0,224490000.0,39340000.0,270080000.0,294730000.0,1620000000.0,1050000000.0,192890000.0,317270000.0,142390000.0,1920590000.0,8701000.0,,1.0,-0.09238095238095238,3.8,386910000.0,603150000.0,-0.3585177816463566
DEXP4,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,1T2026,263000000.0,-97000000.0,0.5369,3.8,0.10039999999999999,0.0741,6.17,0.84,0.46,0.09,0.1354,0.16519999999999999,1620000000.0,360560000.0,224490000.0,39340000.0,270080000.0,294730000.0,1620000000.0,1050000000.0,192890000.0,317270000.0,142390000.0,1920590000.0,8701000.0,,1.0,-0.09238095238095238,3.8,386910000.0,603150000.0,-0.3585177816463566
DOHL4,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",4T2025 (TTM),1T2026,1T2026,1T2026,183000000.0,42000000.0,0.4994,5.09,-0.002,0.016399999999999998,28.51,0.42,0.47,0.01,0.0147,-0.0015,1030000000.0,132870000.0,139040000.0,39340000.0,119610000.0,222550000.0,1030000000.0,689530000.0,-6016000.0,118620000.0,290000.0,608670000.0,8573000.0,,1.0,0.060911055356547214,5.09,135420000.0,149810000.0,-0.09605500300380487
EMBJ3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,1T2026,14040000000.0,3003000000.0,2.5368,1.48,0.08070000000000001,0.0398,30.82,3.04,1.21,0.03,0.0897,0.0696,67640000000.0,6870000000.0,13540000000.0,498660000.0,25320000000.0,23190000000.0,67640000000.0,19120000000.0,3483880000.0,7620000000.0,1715300000.0,43060000000.0,-1671870000.0,,1.0,0.15706066945606695,1.48,7580000000.0,6410000000.0,0.18252730109204363
ENMT3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",4T2025 (TTM),1T2026,4T2025,4T2025,8648000000.0,7729000000.0,2.9137,1.91,0.19090000000000001,0.09699999999999999,12.56,2.78,1.22,0.06,0.22160000000000002,0.1242,16870000000.000002,84110000.0,8210000000.000001,439620000.0,1890000000.0,9570000000.0,15390000000.0,3930000000.0,1714960000.0,2316300000.0,871280000.0,8980000000.0,-736090000.0,,0.912270302311796,1.9666666666666666,1.91,2270000000.0,2360000000.0,-0.03813559322033899
ENMT4,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",4T2025 (TTM),1T2026,4T2025,4T2025,8648000000.0,7729000000.0,2.9137,1.91,0.19090000000000001,0.09699999999999999,13.07,2.9,1.27,0.06,0.22160000000000002,0.1242,16870000000.000002,84110000.0,8210000000.000001,439620000.0,1890000000.0,9570000000.0,15390000000.0,3930000000.0,1714960000.0,2316300000.0,871280000.0,8980000000.0,-736090000.0,,0.912270302311796,1.9666666666666666,1.91,2270000000.0,2360000000.0,-0.03813559322033899
EQPA3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",4T2025 (TTM),1T2026,4T2025,4T2025,8196000000.0,5465000000.0,2.6319,1.89,1.6385,1.5745,0.76,2.84,1.2,1.02,3.7161000000000004,1.3563999999999998,19830000000.0,1380000000.0,7710000000.0,489150000.0,3330000000.0,10300000000.0,18810000000.0,5180000000.0,20025740000.0,21066850000.0,19242510000.0,12220000000.0,-530450000.0,,0.9485627836611196,1.055019305019305,1.89,3310000000.0,2990000000.0,0.10702341137123739
EQPA5,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",4T2025 (TTM),1T2026,4T2025,4T2025,8196000000.0,5465000000.0,2.6319,1.89,1.6385,1.5745,0.91,3.39,1.44,1.02,3.7161000000000004,1.3563999999999998,19830000000.0,1380000000.0,7710000000.0,489150000.0,3330000000.0,10300000000.0,18810000000.0,5180000000.0,20025740000.0,21066850000.0,19242510000.0,12220000000.0,-530450000.0,,0.9485627836611196,1.055019305019305,1.89,3310000000.0,2990000000.0,0.10702341137123739
EQTL3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",4T2025 (TTM),1T2026,1T2026,1T2026,54471000000.0,43989000000.0,2.8691000000000004,1.49,0.15630000000000002,0.0481,30.59,1.99,0.99,0.02,0.0884,0.0864,111790000000.0,5670000000.0,52160000000.0,4680000000.0,17520000000.0,66069999999.99999,111790000000.0,28200000000.0,8050800000.0,13600000000.0,2404770000.0,53120000000.0,-5720000000.0,,1.0,1.5598936170212765,1.49,12750000000.0,11380000000.0,0.12038664323374348
ESPA3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,1T2026,798000000.0,625000000.0,1.5802,1.73,0.158,0.0117,17.92,0.33,0.26,0.01,0.0149,0.0852,2240000000.0,172030000.0,721150000.0,76870000.0,603620000.0,765390000.0,2240000000.0,866370000.0,174130000.0,377940000.0,12920000.0,1101780000.0,-141700000.0,,1.0,0.721400787192539,1.73,288150000.0,279360000.0,0.031464776632302405
ETER3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",4T2025 (TTM),1T2026,1T2026,1T2026,154000000.0,111000000.0,0.6172,1.6,0.053,0.0426,5.01,0.29,0.21,0.04,0.0581,0.048600000000000004,1400000000.0,20180000.0,33680000.0,129710000.00000001,368880000.0,195760000.0,1400000000.0,830700000.0,55130000.0,228770000.0,47470000.0,1128760000.0,-10760000.0,,1.0,0.13362224629830263,1.6,262010000.0,280120000.0,-0.06465086391546482
EUCA3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",4T2025 (TTM),1T2026,1T2026,1T2026,1106000000.0,577000000.0,0.8011,2.32,0.1693,0.1028,5.95,0.69,0.61,0.06,0.1153,0.1262,5120000000.0,527909999.99999994,817500000.0,236230000.0,854260000.0,1320000000.0,5120000000.0,2940000000.0,613540000.0,1162750000.0,409540000.0,3143330000.0,-124390000.0,,1.0,0.19625850340136056,2.32,783790000.0,744710000.0,0.052476803050852006
EUCA4,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",4T2025 (TTM),1T2026,1T2026,1T2026,1106000000.0,577000000.0,0.8011,2.32,0.1693,0.1028,5.92,0.68,0.61,0.06,0.1153,0.1262,5120000000.0,527909999.99999994,817500000.0,236230000.0,854260000.0,1320000000.0,5120000000.0,2940000000.0,613540000.0,1162750000.0,409540000.0,3143330000.0,-124390000.0,,1.0,0.19625850340136056,2.32,783790000.0,744710000.0,0.052476803050852006
EVEN3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,1T2026,1495000000.0,571000000.0,1.2949000000000002,4.53,0.1199,0.1431,5.11,0.57,0.58,0.05,0.1187,0.0536,5290000000.0,1140000.0,1240000000.0,258980000.00000003,856730000.0,2130000000.0,5290000000.0,2310000000.0,229340000.0,526430000.0,273760000.0,1913120000.0,97620000.0,,1.0,0.24718614718614718,4.53,330190000.0,337320000.0,-0.021137199098778647
EZTC3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,1T2026,1714000000.0,-7000000.0,0.40090000000000003,8.52,0.30210000000000004,0.38200000000000006,6.44,0.7,2.39,0.08,0.1101,0.08199999999999999,7340000000.0,42560000.0,1590000000.0,121340000.0,393540000.0,1710000000.0,7340000000.0,5240000000.0,456210000.0,626790000.0,576860000.0,1510090000.0,174700000.0,,1.0,-0.0013358778625954199,8.52,322520000.0,311250000.0,0.03620883534136543
FESA3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",4T2025 (TTM),1T2026,1T2026,1T2026,364000000.0,-626000000.0,0.35710000000000003,3.06,0.0202,0.0808,23.42,1.34,1.89,0.04,0.05740000000000001,0.0143,4420000000.0,364600000.0,319240000.0,39580000.0,537770000.0,596530000.0,4420000000.0,3280000000.0,32090000.0,384600000.0,161980000.0,2290980000.0,105450000.0,,1.0,-0.19085365853658537,3.06,506370000.0,549850000.0,-0.07907611166681827
FESA4,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",4T2025 (TTM),1T2026,1T2026,1T2026,364000000.0,-626000000.0,0.35710000000000003,3.06,0.0202,0.0808,15.39,0.88,1.24,0.04,0.05740000000000001,0.0143,4420000000.0,364600000.0,319240000.0,39580000.0,537770000.0,596530000.0,4420000000.0,3280000000.0,32090000.0,384600000.0,161980000.0,2290980000.0,105450000.0,,1.0,-0.19085365853658537,3.06,506370000.0,549850000.0,-0.07907611166681827
FLRY3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,1T2026,5357000000.0,3206000000.0,1.5249000000000001,2.14,0.1477,0.0728,13.47,1.65,1.01,0.05,0.11720000000000001,0.12029999999999999,13330000000.0,9720000.0,4710000000.0,648110000.0,2180000000.0,5870000000.0,13330000000.0,5280000000.0,1255740000.0,2261990000.0,618490000.0,8490000000.0,-479630000.0,,1.0,0.6071969696969697,2.14,2220000000.0,2020000000.0,0.0990099009900991
FRAS3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",4T2025 (TTM),1T2026,1T2026,1T2026,2748000000.0,1418000000.0,1.9106,2.41,0.1319,0.0516,22.95,2.58,1.16,0.04,0.11410000000000001,0.1375,6970000000.0,1220000000.0,2370000000.0,302030000.0,1460000000.0,3090000000.0,6970000000.0,2430000000.0,678200000.0,1754350000.0,257320000.0,5400000000.0,-394700000.0,,1.0,0.5835390946502058,2.41,1250000000.0,1330000000.0,-0.06015037593984962
GEPA3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",4T2025 (TTM),1T2026,4T2025,4T2025,1335000000.0,1207000000.0,2.2131000000000003,0.18,0.3095,0.19920000000000002,12.34,2.5,2.46,0.06,0.2022,0.1158,4120000000.0,258269999.99999997,619520000.0,716210000.0,1680000000.0,1070000000.0000001,3990000000.0,1240000000.0,389780000.0,462800000.0,250850000.0,1259480000.0,-73420000.0,,0.9684466019417476,0.9733870967741935,0.18,313620000.0,0.0,
GEPA4,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",4T2025 (TTM),1T2026,4T2025,4T2025,1335000000.0,1207000000.0,2.2131000000000003,0.18,0.3095,0.19920000000000002,13.85,2.8,2.76,0.06,0.2022,0.1158,4120000000.0,258269999.99999997,619520000.0,716210000.0,1680000000.0,1070000000.0000001,3990000000.0,1240000000.0,389780000.0,462800000.0,250850000.0,1259480000.0,-73420000.0,,0.9684466019417476,0.9733870967741935,0.18,313620000.0,0.0,
GGBR3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,1T2026,13834000000.0,8244000000.0,0.53,2.76,0.0605,0.0242,24.24,0.75,0.57,0.02,0.0316,0.0602,81050000000.0,5280000000.0,12920000000.0,909840000.0,10360000000.0,17720000000.0,81050000000.0,52970000000.0,4189080000.0,8310000000.0,1674500000.0,69200000000.0,-1227230000.0,,1.0,0.15563526524447802,2.76,16719999999.999998,17380000000.0,-0.03797468354430389
GGBR4,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,1T2026,13834000000.0,8244000000.0,0.53,2.76,0.0605,0.0242,28.16,0.88,0.67,0.02,0.0316,0.0602,81050000000.0,5280000000.0,12920000000.0,909840000.0,10360000000.0,17720000000.0,81050000000.0,52970000000.0,4189080000.0,8310000000.0,1674500000.0,69200000000.0,-1227230000.0,,1.0,0.15563526524447802,2.76,16719999999.999998,17380000000.0,-0.03797468354430389
GGPS3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,1T2026,6143000000.0,2377000000.0,2.7659,3.24,0.08230000000000001,0.038,15.02,2.41,0.56,0.04,0.1617,0.1274,15630000000.0,3770000000.0,5960000000.0,180900000.0,2720000000.0,8760000000.0,15630000000.0,4150000000.0000005,1452820000.0,2588510000.0,671100000.0,17660000000.0,-504790000.0,,1.0,0.5727710843373494,3.24,4480000000.0,4099999999.9999995,0.09268292682926838
GMAT3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,1T2026,2720000000.0,735000000.0,1.0619,1.71,0.053200000000000004,0.0438,5.63,0.89,0.25,0.07,0.1442,0.11599999999999999,24740000000.0,1980000000.0,1180000000.0,1540000000.0,7570000000.0,5170000000.0,24740000000.0,12000000000.0,2100940000.0,8830000000.0,1729640000.0,39490000000.0,-956510000.0,,1.0,0.06125,1.71,9400000000.0,8330000000.0,0.12845138055222094
GOAU3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,1T2026,13834000000.0,8217000000.0,0.5294,2.76,0.0604,0.024100000000000003,21.7,0.66,0.18,0.02,0.0315,0.0601,81110000000.0,5300000000.0,12920000000.0,909840000.0,10360000000.0,17720000000.0,81110000000.0,53030000000.0,4176600000.0,8310000000.0,1672730000.0,69200000000.0,-1221210000.0,,1.0,0.15495002828587592,2.76,16719999999.999998,17380000000.0,-0.03797468354430389
GOAU4,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,1T2026,13834000000.0,8217000000.0,0.5294,2.76,0.0604,0.024100000000000003,23.38,0.71,0.19,0.02,0.0315,0.0601,81110000000.0,5300000000.0,12920000000.0,909840000.0,10360000000.0,17720000000.0,81110000000.0,53030000000.0,4176600000.0,8310000000.0,1672730000.0,69200000000.0,-1221210000.0,,1.0,0.15495002828587592,2.76,16719999999.999998,17380000000.0,-0.03797468354430389
GRND3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,1T2026,150000000.0,-650000000.0,0.2939,2.55,0.1247,0.24800000000000003,5.75,1.15,1.43,0.15,0.1996,0.09880000000000001,4110000000.0000005,53820000.0,13720000.0,136970000.0,903830000.0,29070000.0,4110000000.0000005,3170000000.0,318630000.0,1135640000.0,633580000.0,2554360000.0,337900000.0,,1.0,-0.20504731861198738,2.55,533840000.00000006,563820000.0,-0.05317299847469037
IGTI3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,1T2026,3941000000.0,1908000000.0,0.9871,2.82,0.8357,0.46520000000000006,6.15,0.9,2.86,0.07,0.1464,0.16870000000000002,9680000000.0,9790000.0,3560000000.0,385590000.0,907350000.0,3900000000.0,9680000000.0,4870000000.0,1280460000.0,1138560000.0,712720000.0,1532130000.0,-466680000.0,,1.0,0.3917864476386037,2.82,357420000.0,312120000.0,0.14513648596693574
IRBR3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,3T2023,,,1.9062000000000001,1.56,-0.1857,-0.059699999999999996,12.35,0.81,0.25,0.02,0.0659,,15450000000.0,79560000.0,,,3790000000.0,6340000000.0,15450000000.0,5310000000.0,396850000.0,418500000.0,350410000.0,6480000000.0,119990000.0,,1.0,,1.56,1460000000.0,1750000000.0,-0.1657142857142857
JALL3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",4T2025 (TTM),4T2025,4T2025,4T2025,5336000000.0,3277000000.0,2.8566000000000003,3.39,-0.0088,0.0201,19.52,0.44,0.39,0.01,0.0225,-0.0034999999999999996,7960000000.0,2060000000.0,4630000000.0,704690000.0,984710000.0,4910000000.0,7960000000.0,2060000000.0,-20440000.0,164540000.0,46510000.0,2314710000.0,64110000.0,,1.0,1.590776699029126,3.39,515330000.00000006,740380000.0,-0.30396553121370096
JOPA3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",4T2025 (TTM),1T2026,1T2026,1T2026,1297000000.0,402000000.0,2.0133,2.95,0.0501,0.009300000000000001,19.25,0.37,0.13,0.01,0.0219,0.0658,2260000000.0,39360000.0,764640000.0,403900000.0,675130000.0,819340000.0,2260000000.0,769240000.0,88630000.0,441250000.0,16670000.0,1745740000.0,-52120000.0,,1.0,0.5225937288752535,2.95,331870000.0,388260000.0,-0.1452377272961417
KEPL3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",4T2025 (TTM),1T2026,1T2026,1T2026,333000000.0,16000000.0,0.9534,1.96,0.1301,0.10490000000000001,9.44,1.91,0.99,0.1,0.2018,0.1741,1520000000.0,375760000.0,171600000.0,164470000.0,494790000.0,230010000.0,1520000000.0,791850000.0,173250000.0,343390000.0,147850000.0,1451120000.0,-2296000.0,,1.0,0.020205847066995013,1.96,318060000.0,357230000.0,-0.10964924558407751
KLBN11,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,1T2026,33587000000.0,24701000000.0,2.9855,1.78,0.1618,0.0353,147.79,11.25,4.89,0.01,0.0472,0.0684,62090000000.0,8100000000.0,31320000000.0,2270000000.0,9050000000.0,37460000000.0,62090000000.0,15580000000.0,3369350000.0,6194030000.0,734730000.0,20800000000.0,-2512060000.0,,1.0,1.5854300385109115,1.78,4950000000.0,4860000000.0,0.0185185185185186
KLBN3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,1T2026,33587000000.0,24701000000.0,2.9855,1.78,0.1618,0.0353,29.74,2.26,0.98,0.01,0.0472,0.0684,62090000000.0,8100000000.0,31320000000.0,2270000000.0,9050000000.0,37460000000.0,62090000000.0,15580000000.0,3369350000.0,6194030000.0,734730000.0,20800000000.0,-2512060000.0,,1.0,1.5854300385109115,1.78,4950000000.0,4860000000.0,0.0185185185185186
KLBN4,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,1T2026,33587000000.0,24701000000.0,2.9855,1.78,0.1618,0.0353,29.74,2.26,0.98,0.01,0.0472,0.0684,62090000000.0,8100000000.0,31320000000.0,2270000000.0,9050000000.0,37460000000.0,62090000000.0,15580000000.0,3369350000.0,6194030000.0,734730000.0,20800000000.0,-2512060000.0,,1.0,1.5854300385109115,1.78,4950000000.0,4860000000.0,0.0185185185185186
LAVV3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,1T2026,1372000000.0,476000000.0,1.8571000000000002,4.22,0.25070000000000003,0.25,5.6,1.62,1.23,0.1,0.277,0.1232,4640000000.0,196180000.0,1230000000.0,141830000.0,955600000.0,2060000000.0,4640000000.0,1620000000.0,451130000.0,608800000.0,449880000.0,1799720000.0,42850000.0,,1.0,0.2938271604938272,4.22,372960000.0,334630000.0,0.11454442219765104
LEVE3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,1T2026,1524000000.0,994000000.0,2.5683,1.37,0.17260000000000003,0.1231,6.66,4.13,0.82,0.17,0.6188,0.33799999999999997,3830000000.0,517780000.0,823050000.0,700990000.0,1720000000.0,1040000000.0,3830000000.0,1070000000.0000001,931420000.0,1460220000.0,664270000.0,5410000000.0,-60740000.0,,1.0,0.9289719626168224,1.37,1260000000.0,1270000000.0,-0.007874015748031482
MDIA3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,1T2026,1402000000.0,-520000000.0,0.514,2.65,0.0693,0.0667,9.7,0.81,0.65,0.06,0.0833,0.0779,12660000000.0,1910000000.0,1340000000.0,64269999.99999999,2180000000.0,2120000000.0,12660000000.0,8359999999.999999,723780000.0,3391130000.0,696730000.0,10440000000.0,30130000.0,,1.0,-0.06220095693779905,2.65,2220000000.0,2210000000.0,0.004524886877828038
MGLU3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,1T2026,5060000000.0,3435000000.0,2.2572,1.13,0.047599999999999996,0.0034999999999999996,37.54,0.46,0.13,0.0,0.0121,0.0745,36710000000.0,1290000000.0,3700000000.0,1360000000.0,16270000000.0,9170000000.0,36710000000.0,11270000000.0,1833570000.0,11510000000.0,136610000.0,38520000000.0,-2124810000.0,,1.0,0.30479148181011534,1.13,9210000000.0,9390000000.0,-0.019169329073482455
MILS3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,1T2026,1875000000.0,1151000000.0,1.4325,2.21,0.3543,0.2281,6.86,1.66,1.56,0.1,0.2416,0.1974,4330000000.0,540960000.0,1750000000.0,125400000.0,643080000.0,1910000000.0,4330000000.0,1780000000.0,668370000.0,1167900000.0,430320000.0,1886660000.0,-180840000.0,,1.0,0.6466292134831461,2.21,461190000.0,412370000.0,0.11838882556927022
MLAS3,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",1T2026 (TTM),1T2026,1T2026,1T2026,433000000.0,-191000000.0,0.7019,2.08,0.049100000000000005,0.044800000000000006,7.08,0.41,0.32,0.03,0.058499999999999996,0.0587,5260000000.0,624620000.0,170640000.0,263089999.99999997,1770000000.0,395650000.0,5260000000.0,3090000000.0,198130000.0,1054330000.0,180700000.0,4032400000.0,2670000.0,,1.0,-0.06181229773462783,2.08,872740000.0,763810000.0,0.14261400086408926
MRSA3B,small_mid_cap_risco_medio,medio,"sem sinais fortes de distress, blue chip proxy ou crescimento de alto risco",4T2025 (TTM),1T2026,1T2026,1T2026,9662000000.0,5283000000.0,1.8588,1.54,0.3714,0.20500000000000002,10.36,1.86,2.12,0.06,0.1797,0.1429,25820000000.0,4870000000.0,9690000000.0,1090000000.0,3240000000.0,13840000000.0,25820000000.0,8730000000.0,2782940000.0,3557160000.0,1350560000.0,7580000000.0,-752250000.0,,1.0,0.6051546391752577,1.54,1670000000.0,1680000000.0,-0.005952380952380931
