Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
EBIT *,913 mi,915 mi,815 mi,811 mi,710 mi,648 mi,364 mi,389 mi,427 mi,393 mi,371 mi,390 mi,362 mi,393 mi,336 mi,317 mi,214 mi,174 mi
EBITDA,1.055 mi,1.043 mi,974 mi,917 mi,816 mi,823 mi,296 mi,440 mi,466 mi,405 mi,120 mi,372 mi,386 mi,426 mi,382 mi,374 mi,242 mi,217 mi
EBITDA *,1.038 mi,1.043 mi,919 mi,913 mi,805 mi,748 mi,467 mi,484 mi,517 mi,491 mi,465 mi,498 mi,470 mi,508 mi,450 mi,447 mi,338 mi,297 mi
Liquidez corrente,"1,37","1,27","1,38","1,58","1,85","1,90","1,55","1,87","1,97","2,49","2,18","1,75","1,83","2,56","1,59","1,40","2,06","2,03"
Liquidez seca,"0,93","0,85","0,86","1,09","1,32","1,29","1,19","1,19","1,26","1,67","1,49","1,15","1,28","1,78","1,07","0,99","1,49","1,48"
Liquidez imediata,"0,30","0,35","0,19","0,19","0,41","0,43","0,60","0,29","0,17","0,40","0,52","0,26","0,48","0,55","0,23","0,43","0,08","0,16"
Dívida bruta,1.524 mi,1.657 mi,1.068 mi,893 mi,463 mi,272 mi,567 mi,419 mi,291 mi,175 mi,499 mi,479 mi,590 mi,488 mi,488 mi,692 mi,637 mi,405 mi
Dívida líquida,994 mi,998 mi,710 mi,540 mi,35 mi,-89 mi,-40 mi,250 mi,194 mi,6 mi,243 mi,327 mi,303 mi,267 mi,351 mi,350 mi,321 mi,237 mi
Capital de giro,638 mi,483 mi,596 mi,613 mi,880 mi,756 mi,562 mi,509 mi,544 mi,635 mi,577 mi,441 mi,496 mi,628 mi,350 mi,320 mi,513 mi,345 mi
Endividamento geral,"256,83%","339,18%","366,30%","206,88%","99,85%","71,91%","108,39%","79,47%","71,19%","64,87%","93,71%","91,98%","89,24%","76,66%","75,30%","89,29%","90,73%","114,14%"
