Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
EBIT *,601 mi,480 mi,906 mi,947 mi,1.412 mi,1.559 mi,814 mi,346 mi,402 mi,346 mi,261 mi,350 mi,540 mi,855 mi,686 mi,547 mi,689 mi,307 mi
EBITDA,2.019 mi,1.993 mi,2.157 mi,2.435 mi,2.294 mi,2.603 mi,1.292 mi,1.359 mi,1.545 mi,986 mi,901 mi,911 mi,1.227 mi,1.447 mi,1.197 mi,1.006 mi,1.087 mi,497 mi
EBITDA *,1.812 mi,1.733 mi,2.127 mi,2.113 mi,2.257 mi,2.271 mi,1.435 mi,1.065 mi,1.215 mi,911 mi,845 mi,936 mi,1.147 mi,1.481 mi,1.186 mi,977 mi,1.061 mi,546 mi
Liquidez corrente,"2,05","2,24","1,39","1,63","1,58","1,38","1,75","1,63","1,76","1,95","2,69","2,13","1,79","1,98","1,86","1,69","1,96","1,29"
Liquidez seca,"1,51","1,59","0,94","1,21","1,09","0,96","1,37","1,24","1,38","1,46","2,01","1,52","1,37","1,56","1,54","1,33","1,53","1,00"
Liquidez imediata,"0,84","0,81","0,34","0,77","0,54","0,42","0,72","0,58","0,56","0,69","1,18","0,70","0,69","0,76","0,81","0,64","0,72","0,33"
Dívida bruta,7.963 mi,7.581 mi,6.479 mi,6.964 mi,5.599 mi,3.869 mi,3.205 mi,2.948 mi,2.862 mi,3.174 mi,3.457 mi,2.824 mi,2.807 mi,2.450 mi,2.401 mi,1.915 mi,1.593 mi,1.419 mi
Dívida líquida,4.832 mi,5.052 mi,4.725 mi,4.179 mi,3.827 mi,2.448 mi,1.477 mi,1.705 mi,1.700 mi,2.100 mi,2.040 mi,1.913 mi,1.726 mi,1.453 mi,1.369 mi,1.189 mi,977 mi,1.118 mi
Capital de giro,3.443 mi,3.346 mi,1.424 mi,2.291 mi,1.908 mi,1.289 mi,1.808 mi,1.364 mi,1.579 mi,1.471 mi,2.017 mi,1.470 mi,1.234 mi,1.283 mi,1.096 mi,791 mi,819 mi,262 mi
Endividamento geral,"166,89%","163,61%","152,17%","175,54%","162,09%","134,01%","121,62%","117,24%","104,58%","100,70%","104,36%","95,13%","90,87%","87,36%","92,83%","84,52%","78,73%","73,99%"
