Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
ROE,"-2,45%","-1,26%","15,34%","17,03%","17,44%","27,02%","31,28%","13,81%","11,10%","5,49%","-0,60%","-0,05%","14,13%","18,67%","5,44%","20,43%","21,72%","14,68%"
ROA,"-0,01","-0,00","0,04","0,05","0,05","0,08","0,09","0,05","0,04","0,02","-0,00","-0,00","0,05","0,06","0,02","0,09","0,10","0,07"
ROIC,"6,50%","6,23%","10,89%","14,67%","15,07%","14,85%","18,12%","13,51%","11,82%","6,34%","0,74%","1,12%","11,56%","13,47%","5,55%","16,86%","20,24%","10,89%"
ROIC *,"8,29%","8,15%","12,18%","15,68%","16,44%","16,25%","10,20%","14,15%","10,91%","7,20%","2,19%","2,20%","12,48%","15,04%","6,23%","18,54%","21,92%","11,23%"
Giro do ativo,"0,69","0,69","0,77","0,85","0,87","0,84","0,60","0,80","0,73","0,59","0,54","0,60","0,78","0,87","0,81","1,03","1,02","0,87"
EBIT *,1.115 mi,1.120 mi,1.432 mi,1.372 mi,1.366 mi,1.204 mi,570 mi,564 mi,403 mi,216 mi,63 mi,73 mi,398 mi,498 mi,188 mi,505 mi,487 mi,225 mi
EBITDA,1.118 mi,1.326 mi,1.622 mi,1.570 mi,1.504 mi,1.326 mi,1.194 mi,692 mi,559 mi,308 mi,142 mi,161 mi,490 mi,563 mi,280 mi,547 mi,532 mi,289 mi
EBITDA *,1.358 mi,1.590 mi,1.775 mi,1.658 mi,1.618 mi,1.430 mi,750 mi,718 mi,525 mi,334 mi,184 mi,197 mi,519 mi,616 mi,300 mi,593 mi,569 mi,296 mi
Liquidez corrente,"2,07","2,16","1,91","1,81","2,01","1,66","1,75","2,50","2,20","1,96","2,45","2,12","2,88","2,63","1,86","2,39","2,46","2,71"
Liquidez seca,"1,47","1,53","1,36","1,38","1,44","1,14","1,40","1,95","1,66","1,58","2,08","1,75","2,34","2,18","1,48","1,83","2,06","2,15"
Liquidez imediata,"0,69","0,81","0,48","0,70","0,64","0,48","0,55","0,78","0,78","0,63","0,91","0,88","1,31","1,01","0,62","0,69","1,10","1,04"
Dívida bruta,9.540 mi,9.607 mi,6.732 mi,5.338 mi,5.417 mi,4.522 mi,3.579 mi,2.866 mi,2.823 mi,2.207 mi,2.429 mi,3.094 mi,2.573 mi,2.605 mi,1.872 mi,1.483 mi,1.343 mi,869 mi
Dívida líquida,5.430 mi,5.529 mi,4.466 mi,2.473 mi,2.288 mi,2.295 mi,1.136 mi,885 mi,1.095 mi,555 mi,614 mi,1.362 mi,1.058 mi,1.192 mi,773 mi,379 mi,69 mi,184 mi
Capital de giro,5.386 mi,5.461 mi,4.251 mi,3.316 mi,3.928 mi,2.606 mi,2.279 mi,2.257 mi,1.898 mi,1.521 mi,1.798 mi,1.687 mi,1.947 mi,1.876 mi,1.196 mi,1.479 mi,1.391 mi,1.007 mi
Endividamento geral,"311,26%","301,80%","242,47%","229,11%","237,12%","227,35%","235,02%","190,82%","184,73%","160,51%","157,54%","226,51%","179,55%","198,69%","133,23%","115,95%","125,08%","107,12%"
