Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
Margem EBIT *,"22,11%","21,76%","15,27%","12,75%","11,03%","15,63%","14,82%","20,02%","18,90%","20,91%","25,94%","22,45%","33,68%","30,97%","28,94%","24,30%","32,03%","32,62%"
Margem EBITDA,"30,58%","30,20%","23,29%","23,66%","11,34%","25,75%","39,09%","30,66%","24,72%","26,07%","31,75%","26,88%","36,02%","34,38%","31,72%","30,77%","38,18%","38,04%"
Margem EBITDA *,"32,07%","31,89%","26,49%","25,08%","23,82%","28,76%","28,86%","30,28%","24,95%","26,20%","31,30%","27,95%","37,17%","35,28%","33,69%","30,36%","38,45%","38,69%"
Margem operacional,"11,49%","10,41%","0,69%","-1,29%","-12,82%","3,29%","16,76%","10,73%","16,52%","16,39%","20,96%","16,91%","32,64%","26,60%","23,65%","18,14%","26,01%","24,78%"
ROE,"17,40%","15,97%","-0,10%","-2,32%","-17,95%","3,59%","11,57%","10,42%","13,69%","13,09%","24,25%","21,27%","34,13%","25,77%","33,26%","22,39%","30,84%","30,64%"
ROA,"0,07","0,07","-0,00","-0,01","-0,07","0,02","0,05","0,05","0,08","0,08","0,11","0,09","0,17","0,14","0,17","0,11","0,17","0,16"
ROIC,"15,50%","14,78%","7,85%","6,57%","-0,78%","6,41%","13,20%","11,72%","15,98%","16,36%","18,69%","14,10%","20,94%","28,01%","21,31%","16,91%","21,73%","23,74%"
ROIC *,"16,63%","16,03%","9,94%","7,40%","5,93%","7,95%","7,81%","11,51%","16,18%","16,46%","18,37%","14,81%","21,68%","28,85%","22,87%","16,63%","21,91%","24,22%"
Giro do ativo,"0,63","0,67","0,57","0,52","0,49","0,46","0,40","0,50","0,52","0,49","0,56","0,55","0,56","0,57","0,75","0,64","0,67","0,66"
EBIT *,499 mi,482 mi,302 mi,233 mi,184 mi,219 mi,185 mi,255 mi,238 mi,257 mi,291 mi,229 mi,237 mi,141 mi,81 mi,44 mi,45 mi,39 mi
EBITDA,691 mi,669 mi,461 mi,433 mi,190 mi,362 mi,488 mi,391 mi,312 mi,321 mi,357 mi,274 mi,253 mi,157 mi,89 mi,56 mi,53 mi,46 mi
EBITDA *,724 mi,706 mi,524 mi,459 mi,399 mi,404 mi,360 mi,386 mi,314 mi,322 mi,352 mi,285 mi,262 mi,161 mi,95 mi,55 mi,54 mi,47 mi
Liquidez corrente,"1,56","1,26","1,35","1,33","1,36","1,38","2,41","1,59","2,81","4,29","1,92","1,84","1,83","4,40","0,86","1,33","1,11","1,75"
Liquidez seca,"1,56","1,26","1,35","1,33","1,36","1,38","2,41","1,59","2,81","4,29","1,92","1,84","1,83","4,40","0,86","1,33","1,11","1,75"
Liquidez imediata,"0,66","0,36","0,51","0,33","0,33","0,41","1,51","0,53","0,77","0,95","0,17","0,26","0,37","2,35","0,20","0,08","0,10","0,75"
Dívida bruta,920 mi,716 mi,964 mi,854 mi,765 mi,436 mi,591 mi,182 mi,306 mi,314 mi,348 mi,382 mi,107 mi,107 mi,81 mi,51 mi,16 mi,10 mi
Dívida líquida,392 mi,454 mi,593 mi,561 mi,524 mi,145 mi,-91 mi,-125 mi,-615 mi,-597 mi,-51 mi,99 mi,-29 mi,-194 mi,64 mi,39 mi,13 mi,-7 mi
Capital de giro,444 mi,190 mi,255 mi,218 mi,200 mi,198 mi,632 mi,238 mi,736 mi,970 mi,337 mi,226 mi,162 mi,313 mi,-13 mi,13 mi,2 mi,17 mi
Endividamento geral,"151,69%","145,68%","185,99%","188,46%","174,10%","111,38%","116,72%","95,58%","65,22%","66,26%","112,39%","144,12%","99,34%","77,99%","96,32%","103,58%","82,19%","89,52%"
