Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
EBIT *,212 mi,266 mi,350 mi,459 mi,241 mi,39 mi,95 mi,72 mi,62 mi,96 mi,-66 mi,50 mi,45 mi,44 mi,-71 mi,114 mi,151 mi
EBITDA,312 mi,366 mi,564 mi,674 mi,345 mi,323 mi,143 mi,107 mi,71 mi,171 mi,4 mi,137 mi,124 mi,95 mi,-23 mi,136 mi,177 mi
EBITDA *,294 mi,324 mi,406 mi,509 mi,283 mi,85 mi,139 mi,104 mi,94 mi,146 mi,1 mi,101 mi,95 mi,80 mi,-40 mi,135 mi,173 mi
Liquidez corrente,"1,69","1,97","1,85","1,93","1,61","1,61","1,25","1,28","1,29","1,32","1,41","1,79","1,50","1,38","1,63","1,80","1,68"
Liquidez seca,"1,01","1,25","1,20","1,15","0,74","1,14","0,83","0,80","0,83","0,88","1,05","1,16","0,85","0,80","1,10","1,11","0,80"
Liquidez imediata,"0,37","0,38","0,31","0,24","0,19","0,40","0,39","0,35","0,36","0,45","0,50","0,29","0,16","0,11","0,20","0,11","0,01"
Dívida bruta,1.273 mi,1.282 mi,1.385 mi,1.531 mi,900 mi,762 mi,712 mi,610 mi,531 mi,678 mi,848 mi,519 mi,554 mi,477 mi,404 mi,408 mi,69 mi
Dívida líquida,655 mi,715 mi,794 mi,1.105 mi,541 mi,218 mi,251 mi,216 mi,143 mi,199 mi,293 mi,294 mi,389 mi,367 mi,247 mi,318 mi,61 mi
Capital de giro,1.153 mi,1.464 mi,1.640 mi,1.656 mi,1.182 mi,840 mi,292 mi,306 mi,320 mi,342 mi,449 mi,605 mi,507 mi,377 mi,490 mi,625 mi,447 mi
Endividamento geral,"183,86%","171,36%","187,01%","198,64%","217,70%","173,40%","263,70%","250,95%","242,41%","225,96%","232,94%","166,33%","191,10%","175,64%","151,45%","137,86%","111,11%"
