Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
Margem EBIT,"30,21%","29,48%","21,43%","17,46%","21,38%","32,34%","28,41%","27,36%","0,68%","32,31%","29,32%","48,05%","45,86%","49,91%","48,77%","38,77%","35,70%","31,54%"
Margem EBIT *,"21,67%","23,03%","17,18%","8,43%","13,66%","25,33%","23,91%","17,49%","-2,28%","28,11%","22,48%","33,72%","35,54%","40,69%","39,21%","39,07%","35,57%","31,69%"
Margem EBITDA,"31,82%","30,87%","23,30%","19,71%","22,56%","32,72%","29,40%","27,80%","0,92%","32,76%","29,90%","49,05%","46,27%","50,23%","49,11%","39,11%","35,86%","31,61%"
Margem EBITDA *,"23,27%","24,43%","19,05%","10,68%","14,83%","25,71%","24,90%","17,93%","-2,04%","28,56%","23,06%","34,72%","35,95%","41,01%","39,54%","39,41%","35,73%","31,76%"
Margem operacional,"41,78%","40,14%","29,89%","25,29%","33,70%","49,93%","46,36%","38,93%","28,70%","39,19%","43,42%","58,12%","52,24%","54,00%","55,42%","47,45%","42,13%","35,57%"
ROE,"11,01%","10,70%","8,78%","5,23%","7,54%","10,35%","10,03%","7,62%","3,87%","14,10%","8,17%","16,43%","19,61%","27,90%","20,36%","23,34%","21,98%","17,64%"
ROA,"0,08","0,08","0,07","0,04","0,06","0,09","0,09","0,07","0,03","0,12","0,07","0,14","0,14","0,21","0,17","0,19","0,18","0,14"
ROIC,"8,20%","7,91%","5,93%","3,73%","5,09%","7,50%","7,41%","7,47%","0,11%","12,54%","5,72%","13,61%","13,92%","21,90%","16,50%","19,87%","19,30%","16,11%"
ROIC *,"5,88%","6,18%","4,75%","1,80%","3,25%","5,88%","6,23%","4,78%","-0,36%","10,91%","4,39%","9,55%","10,78%","17,85%","13,27%","20,02%","19,23%","16,19%"
Giro do ativo,"0,21","0,21","0,24","0,18","0,20","0,19","0,20","0,19","0,13","0,32","0,16","0,25","0,28","0,40","0,31","0,42","0,46","0,45"
EBIT *,327 mi,345 mi,268 mi,91 mi,153 mi,242 mi,223 mi,140 mi,-9 mi,275 mi,128 mi,274 mi,338 mi,463 mi,247 mi,290 mi,226 mi,160 mi
EBITDA,480 mi,462 mi,363 mi,213 mi,252 mi,313 mi,275 mi,223 mi,3 mi,321 mi,171 mi,399 mi,440 mi,572 mi,310 mi,291 mi,228 mi,159 mi
EBITDA *,351 mi,366 mi,297 mi,115 mi,166 mi,246 mi,233 mi,144 mi,-8 mi,279 mi,131 mi,282 mi,342 mi,467 mi,250 mi,293 mi,227 mi,160 mi
Liquidez corrente,"8,52","8,33","6,84","6,24","4,91","4,69","5,50","7,41","8,05","4,41","5,09","5,58","2,30","3,95","3,72","3,64","4,14","4,76"
Liquidez seca,"5,37","5,10","3,24","2,70","2,37","2,72","3,56","4,86","3,42","2,40","2,74","3,03","1,57","2,70","2,36","2,48","2,90","3,20"
Liquidez imediata,"0,11","0,17","0,19","0,21","0,10","0,13","0,20","0,23","0,14","0,18","0,23","0,25","0,15","0,16","0,13","0,92","0,85","0,98"
Dívida bruta,1.714 mi,1.705 mi,1.136 mi,856 mi,527 mi,29 mi,4 mi,41 mi,91 mi,235 mi,353 mi,227 mi,506 mi,292 mi,104 mi,60 mi,57 mi,66 mi
Dívida líquida,-7 mi,147 mi,365 mi,93 mi,-242 mi,-869 mi,-1.073 mi,-1.266 mi,-404 mi,-326 mi,-211 mi,-166 mi,272 mi,93 mi,-47 mi,-242 mi,-136 mi,-62 mi
Capital de giro,2.958 mi,2.906 mi,2.233 mi,2.108 mi,1.861 mi,1.732 mi,1.757 mi,2.114 mi,1.440 mi,1.325 mi,1.818 mi,1.460 mi,1.126 mi,1.192 mi,806 mi,651 mi,600 mi,492 mi
Endividamento geral,"40,09%","40,56%","32,43%","24,96%","21,91%","16,17%","14,03%","12,24%","12,78%","21,03%","23,62%","21,64%","41,34%","35,01%","22,82%","25,18%","23,72%","22,52%"
