Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
Margem operacional,"19,48%","21,00%","21,24%","24,12%","16,93%","11,10%","20,69%","19,82%","15,45%","17,54%","14,89%","-0,73%","10,47%","15,17%","18,54%","19,84%","28,12%","20,31%"
ROE,"15,46%","16,50%","16,36%","18,21%","11,63%","7,95%","12,65%","11,19%","9,29%","8,98%","7,31%","-0,21%","5,75%","7,87%","9,76%","10,25%","15,86%","13,75%"
ROA,"0,06","0,08","0,08","0,10","0,06","0,04","0,07","0,07","0,05","0,05","0,04","-0,00","0,03","0,04","0,05","0,06","0,09","0,07"
ROIC,"10,47%","12,17%","13,92%","14,01%","10,64%","7,63%","11,91%","10,68%","8,80%","9,39%","7,87%","3,09%","6,39%","8,10%","9,06%","9,30%","13,41%","9,82%"
ROIC *,"11,60%","13,39%","15,02%","15,09%","10,79%","9,61%","12,15%","11,71%","8,61%","9,52%","8,36%","2,85%","7,12%","8,10%","9,02%","9,49%","9,62%","10,04%"
Giro do ativo,"0,39","0,47","0,51","0,52","0,47","0,46","0,45","0,45","0,42","0,40","0,37","0,35","0,41","0,40","0,38","0,39","0,44","0,47"
EBIT *,2.156 mi,2.208 mi,2.153 mi,1.926 mi,1.269 mi,1.067 mi,1.306 mi,1.267 mi,902 mi,969 mi,848 mi,290 mi,690 mi,726 mi,759 mi,750 mi,681 mi,666 mi
EBITDA,3.366 mi,2.953 mi,2.795 mi,2.578 mi,1.982 mi,1.595 mi,1.926 mi,1.758 mi,1.490 mi,1.520 mi,1.396 mi,864 mi,1.107 mi,1.156 mi,1.143 mi,1.051 mi,1.271 mi,904 mi
EBITDA *,3.577 mi,3.154 mi,2.954 mi,2.716 mi,1.999 mi,1.815 mi,1.952 mi,1.870 mi,1.471 mi,1.533 mi,1.445 mi,840 mi,1.178 mi,1.157 mi,1.139 mi,1.066 mi,1.003 mi,919 mi
Liquidez corrente,"1,60","1,38","1,44","1,26","1,26","1,34","1,44","1,65","1,39","1,36","1,52","1,39","1,16","1,18","1,45","0,85","0,95","1,49"
Liquidez seca,"1,56","1,32","1,38","1,21","1,20","1,30","1,40","1,60","1,35","1,32","1,49","1,35","1,12","1,14","1,41","0,82","0,91","1,44"
Liquidez imediata,"0,84","0,27","0,38","0,51","0,58","0,69","0,58","0,47","0,23","0,34","0,56","0,54","0,32","0,28","0,58","0,25","0,11","0,06"
Dívida bruta,9.372 mi,7.582 mi,6.113 mi,4.743 mi,4.139 mi,3.985 mi,3.781 mi,3.310 mi,3.542 mi,3.136 mi,3.430 mi,3.591 mi,3.437 mi,3.157 mi,3.059 mi,2.809 mi,2.110 mi,1.910 mi
Dívida líquida,6.862 mi,6.767 mi,5.293 mi,3.712 mi,3.017 mi,2.675 mi,2.975 mi,2.786 mi,3.067 mi,2.715 mi,2.792 mi,3.009 mi,3.106 mi,2.895 mi,2.561 mi,2.567 mi,2.032 mi,1.652 mi
Capital de giro,1.605 mi,692 mi,733 mi,531 mi,512 mi,652 mi,616 mi,724 mi,517 mi,447 mi,593 mi,426 mi,166 mi,169 mi,385 mi,-146 mi,-32 mi,306 mi
Endividamento geral,"145,11%","106,77%","92,74%","87,35%","81,81%","88,19%","82,33%","70,96%","79,53%","73,12%","84,31%","93,57%","83,54%","75,90%","84,19%","82,36%","72,45%","85,13%"
