Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
Margem EBIT *,"6,25%","6,37%","10,76%","15,30%","12,83%","11,42%","3,92%","5,67%","3,42%","1,87%","4,70%","7,87%","10,20%","10,76%","9,08%","12,64%","12,87%"
Margem EBITDA,"9,29%","8,89%","16,55%","16,56%","14,58%","21,38%","9,72%","9,12%","6,57%","4,85%","8,47%","10,92%","12,94%",--%,--%,--%,--%
Margem EBITDA *,"9,25%","8,90%","12,94%","16,55%","14,28%","13,70%","7,66%","8,76%","6,84%","5,48%","8,28%","10,76%","12,81%",--%,--%,--%,--%
Margem operacional,"10,40%","8,64%","19,35%","16,40%","12,96%","22,68%","8,27%","7,93%","6,40%","8,19%","10,03%","11,09%","12,40%","13,36%","11,41%","13,93%","16,25%"
ROE,"8,92%","6,64%","19,66%","24,30%","16,84%","20,50%","7,45%","7,08%","5,98%","6,35%","8,18%","10,36%","12,35%","12,49%","10,69%","12,67%","15,66%"
ROA,"0,07","0,05","0,16","0,18","0,11","0,16","0,06","0,06","0,05","0,04","0,04","0,05","0,06","0,09","0,06","0,08","0,10"
ROIC,"9,05%","8,65%","21,75%","29,17%","20,49%","28,09%","7,98%","7,51%","3,68%","1,32%","5,39%","9,60%","14,06%","14,20%","10,71%","15,85%","15,70%"
ROIC *,"8,99%","8,66%","16,29%","29,14%","20,02%","16,79%","5,23%","7,06%","3,99%","2,00%","5,19%","9,41%","13,88%","13,88%","10,78%","15,90%","15,66%"
Giro do ativo,"0,87","0,91","1,04","1,51","1,24","1,03","0,94","0,97","0,88","0,69","0,54","0,58","0,71","0,86","0,73","0,77","0,86"
EBIT *,33 mi,32 mi,61 mi,122 mi,74 mi,42 mi,11 mi,15 mi,8 mi,4 mi,10 mi,18 mi,25 mi,24 mi,19 mi,25 mi,24 mi
EBITDA,49 mi,45 mi,94 mi,132 mi,84 mi,78 mi,28 mi,24 mi,15 mi,10 mi,18 mi,25 mi,32 mi,--,--,--,--
EBITDA *,49 mi,45 mi,74 mi,132 mi,83 mi,50 mi,22 mi,23 mi,16 mi,11 mi,18 mi,25 mi,31 mi,--,--,--,--
Liquidez corrente,"4,91","4,94","4,43","3,15","2,58","4,09","3,80","4,82","4,29","2,34","2,11","6,93","7,32","2,58","2,57","6,11","4,55"
Liquidez seca,"3,38","3,25","2,77","1,89","1,59","3,05","2,70","3,27","2,96","1,71","1,72","5,73","6,17","2,03","1,97","4,85","3,46"
Liquidez imediata,"2,38","1,97","1,62","0,66","0,46","1,38","1,33","1,26","1,30","1,06","1,34","4,42","4,33","1,08","1,21","2,98","1,85"
Dívida bruta,83 mi,46 mi,26 mi,51 mi,76 mi,22 mi,38 mi,21 mi,26 mi,78 mi,183 mi,184 mi,130 mi,49 mi,86 mi,60 mi,34 mi
Dívida líquida,-151 mi,-127 mi,-137 mi,-42 mi,2 mi,-79 mi,-52 mi,-39 mi,-37 mi,-30 mi,-25 mi,-23 mi,-33 mi,-34 mi,-18 mi,-35 mi,-28 mi
Capital de giro,378 mi,337 mi,330 mi,284 mi,224 mi,200 mi,161 mi,150 mi,140 mi,130 mi,170 mi,271 mi,227 mi,108 mi,124 mi,144 mi,102 mi
Endividamento geral,"34,87%","20,97%","23,94%","38,32%","48,11%","27,71%","27,87%","21,40%","23,71%","49,86%","103,30%","111,91%","90,51%","46,69%","72,57%","65,02%","51,85%"
