Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
ROA,"0,07","0,08","-0,04","0,10","0,18","0,07","-0,11","-0,03","0,01","0,06","0,06","-0,03","-0,01","-0,01","-0,01","0,00","0,04","0,05"
ROIC,"7,34%","7,73%","11,38%","10,45%","20,21%","19,22%","9,34%","3,05%","18,00%","12,93%","5,24%","12,17%","5,14%","4,32%","2,70%","3,75%","7,85%","4,32%"
ROIC *,"6,83%","7,35%","10,47%","8,69%","18,93%","17,42%","8,71%","2,54%","18,32%","12,35%","9,85%","12,58%","5,08%","3,85%","2,55%","2,74%","5,68%","3,27%"
Giro do ativo,"0,30","0,30","0,29","0,28","0,37","0,34","0,30","0,27","0,25","0,37","0,34","0,36","0,26","0,21","0,20","0,22","0,24","0,22"
EBIT *,9.453 mi,10.123 mi,14.443 mi,10.159 mi,20.816 mi,16.480 mi,7.876 mi,2.190 mi,5.095 mi,3.111 mi,2.474 mi,3.174 mi,1.215 mi,870 mi,512 mi,494 mi,848 mi,484 mi
EBITDA,21.771 mi,21.946 mi,24.915 mi,19.537 mi,29.649 mi,25.218 mi,15.159 mi,10.681 mi,6.568 mi,4.660 mi,2.720 mi,4.489 mi,2.445 mi,1.864 mi,1.271 mi,1.301 mi,1.698 mi,1.160 mi
EBITDA *,21.060 mi,21.420 mi,23.667 mi,17.480 mi,28.243 mi,23.518 mi,14.592 mi,10.243 mi,6.658 mi,4.514 mi,3.878 mi,4.593 mi,2.431 mi,1.759 mi,1.239 mi,1.119 mi,1.374 mi,1.005 mi
Liquidez corrente,"3,51","3,19","1,72","2,61","2,56","2,95","2,20","1,65","5,08","1,83","2,10","1,88","2,15","2,84","2,34","1,70","2,61","1,87"
Liquidez seca,"2,80","2,59","1,40","2,20","2,17","2,55","1,71","1,24","4,78","1,51","1,75","1,50","1,80","2,44","2,10","1,50","2,30","1,60"
Liquidez imediata,"1,01","1,10","0,37","0,56","0,66","1,18","0,84","0,28","0,72","0,29","0,42","0,42","1,20","1,62","1,52","1,04","1,80","1,12"
Dívida bruta,90.735 mi,94.801 mi,101.435 mi,77.172 mi,74.574 mi,79.628 mi,72.899 mi,63.684 mi,35.737 mi,12.191 mi,14.012 mi,14.917 mi,13.760 mi,12.876 mi,10.719 mi,8.743 mi,7.156 mi,6.644 mi
Dívida líquida,68.386 mi,69.688 mi,79.445 mi,56.002 mi,57.522 mi,58.529 mi,63.852 mi,54.284 mi,10.251 mi,9.483 mi,10.317 mi,12.469 mi,10.074 mi,9.187 mi,6.381 mi,5.469 mi,3.420 mi,4.110 mi
Capital de giro,30.216 mi,30.094 mi,17.705 mi,23.774 mi,22.630 mi,22.551 mi,9.785 mi,7.405 mi,24.740 mi,3.088 mi,4.199 mi,3.078 mi,3.541 mi,4.190 mi,3.831 mi,2.201 mi,3.348 mi,1.971 mi
Endividamento geral,"244,16%","282,09%","411,90%","220,45%","301,61%","684,01%","1.287,43%","441,29%","348,47%","145,43%","189,83%","207,44%","172,60%","154,04%","130,44%","124,48%","119,28%","123,99%"
