Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
ROE,"17,88%","17,09%","2,66%","-50,10%","1,88%","19,97%","4,20%","9,48%","13,12%","15,48%","17,35%","13,63%","13,64%","16,89%","16,89%","20,74%","23,03%","10,97%"
ROA,"0,10","0,09","0,02","-0,30","0,01","0,09","0,03","0,06","0,08","0,09","0,09","0,07","0,08","0,09","0,10","0,13","0,14","0,07"
ROIC,"13,51%","11,66%","1,05%","-39,70%","2,81%","9,10%","8,10%","11,83%","18,10%","13,79%","16,56%","12,87%","12,02%","15,04%","16,53%","21,65%","23,32%","11,19%"
ROIC *,"17,00%","14,72%","4,16%","1,48%","7,59%","9,96%","15,01%","16,14%","14,48%","15,03%","19,50%","16,48%","13,80%","19,46%","21,26%","24,06%","25,78%","15,48%"
Giro do ativo,"0,75","0,75","0,60","0,59","0,49","0,49","0,65","0,73","0,85","0,97","1,07","1,07","0,97","1,02","1,10","1,07","0,99","1,07"
EBIT *,855 mi,750 mi,203 mi,74 mi,542 mi,677 mi,548 mi,581 mi,433 mi,413 mi,556 mi,467 mi,382 mi,420 mi,375 mi,346 mi,358 mi,213 mi
EBITDA,896 mi,811 mi,301 mi,-1.822 mi,327 mi,709 mi,364 mi,505 mi,638 mi,486 mi,575 mi,466 mi,410 mi,392 mi,351 mi,365 mi,374 mi,223 mi
EBITDA *,1.071 mi,967 mi,453 mi,242 mi,669 mi,767 mi,617 mi,660 mi,530 mi,520 mi,659 mi,569 mi,459 mi,487 mi,435 mi,400 mi,409 mi,282 mi
Liquidez corrente,"1,73","1,61","2,56","3,25","2,52","0,75","2,10","2,08","2,06","2,19","2,27","1,69","2,15","2,15","2,43","2,42","2,40","2,59"
Liquidez seca,"1,28","1,16","2,04","2,24","1,60","0,52","1,54","1,54","1,43","1,56","1,62","1,20","1,55","1,69","1,85","1,89","1,91","2,06"
Liquidez imediata,"0,45","0,33","1,10","0,94","0,43","0,14","0,54","0,45","0,45","0,56","0,39","0,30","0,32","0,13","0,16","0,33","0,86","0,78"
Dívida bruta,1.274 mi,1.235 mi,1.423 mi,1.485 mi,1.275 mi,110 mi,243 mi,278 mi,612 mi,733 mi,592 mi,672 mi,514 mi,556 mi,298 mi,235 mi,295 mi,196 mi
Dívida líquida,479 mi,679 mi,-65 mi,563 mi,627 mi,-473 mi,-450 mi,-288 mi,71 mi,27 mi,90 mi,184 mi,28 mi,-258 mi,-319 mi,-436 mi,-359 mi,-111 mi
Capital de giro,1.272 mi,1.023 mi,2.109 mi,2.214 mi,2.278 mi,-1.067 mi,1.402 mi,1.353 mi,1.229 mi,1.324 mi,1.267 mi,899 mi,1.143 mi,1.169 mi,1.083 mi,943 mi,851 mi,621 mi
Endividamento geral,"81,78%","83,43%","69,45%","69,75%","47,57%","131,65%","59,50%","65,36%","61,15%","69,86%","83,08%","94,87%","73,76%","83,27%","65,01%","61,64%","67,46%","59,45%"
